str_no_string|¡NO STRING!
str_we_have_received_many_traders_in_town_here_although_there_is_some_danger_on_the_roadss42|Hemos recibido a muchos comerciantes en la ciudad, aunque hay algo de peligro en los caminos.{s42}
str_we_have_received_many_traders_in_town_heres42|Hemos recibido a muchos comerciantes en la ciudad.{s42}
str_there_is_little_news_about_the_caravan_routes_to_the_towns_of_s44_and_nearby_parts_but_no_news_is_good_news_and_those_are_therefore_considered_safe|Hay pocas noticias sobre las rutas de caravanas en dirección a las ciudades de {s44} y alrededores. Pero no tener novedades es buena noticia, por tanto ésas se consideran seguras.
str_s47_also_the_roads_to_the_villages_of_s44_and_other_outlying_hamlets_are_considered_safe|{s47} Además, los caminos a las aldeas de {s44} y otros poblados de los alrededores se consideran seguros.
str_however_the_roads_to_the_villages_of_s44_and_other_outlying_hamlets_are_considered_safe|Sin embargo, los caminos a las aldeas de {s44} y otros poblados de los alrededores se consideran seguros.
str_we_have_shortages_of|Tenemos escasez de
str_we_have_adequate_stores_of_all_commodities|Tenemos suficiente provisión de todo tipo de productos
str_s33_and_some_other_commodities|{s33} y algunos otros productos
str_the_roads_are_full_of_brigands_friend_but_that_name_in_particular_does_not_sound_familiar_good_hunting_to_you_nonetheless|Los caminos están llenos de bandidos, pero ese nombre concreto no me resulta familiar. Que tengáis suerte con la caza, de todos modos.
str_less_than_an_hour_ago|hace menos de una hora
str_maybe_reg3_hours_ago|hará unas {reg3} horas
str_reg3_days_ago|hace {reg3} días
str_youre_in_luck_we_sighted_those_bastards_s16_near_s17_hurry_and_you_might_be_able_to_pick_up_their_trail_while_its_still_hot|Estáis de suerte. Avistamos a esos bastardos {s16} cerca de {s17}. Corred, y puede que seáis capaz de seguirles el rastro antes de que se enfríe.
str_you_speak_of_claims_to_the_throne_good_there_is_nothing_id_rather_do_than_fight_for_a_good_cause|Habláis de reclamar el trono. Bien. Para mí no hay nada mejor que luchar por una buena causa.
str_you_speak_of_claims_to_the_throne_well_there_is_nothing_id_rather_do_than_fight_for_a_good_cause_but_the_claim_you_make_seems_somewhat_weak|Habláis de reclamar el trono. Bien, para mí no hay nada mejor que luchar por una buena causa, pero vuestras razones me parecen algo difusas.
str_i_am_pleased_that_you_speak_of_upholding_my_ancient_rights_which_are_sometimes_trod_upon_in_these_sorry_days|Me complace que habléis de respetar mis derechos ancestrales, que en estos aciagos días son pisoteados a menudo.
str_i_am_pleased_that_you_speak_of_upholding_my_ancient_rights_but_sometimes_men_make_pledges_before_they_are_king_which_they_cannot_keep_once_they_take_the_throne|Me complace que habléis de respetar mis derechos ancestrales. Pero a veces los hombres hacen juramentos antes de ser reyes y una vez ocupan el trono no pueden cumplirlos.
str_you_speak_of_protecting_the_commons_well_i_supposed_thats_good_but_sometimes_the_commons_overstep_their_boundaries_im_more_concerned_that_your_claim_be_legal_so_i_can_swing_my_sword_with_a_good_conscience|Habláis de proteger a los plebeyos. Bueno, supongo que eso está bien, pero a veces los plebeyos se pasan de la raya. Me preocupa más la validez de vuestra reclamación, para saber que puedo blandir mi espada con la conciencia tranquila.
str_you_speak_of_giving_me_land_good_i_ask_for_no_more_than_my_due|Habláis de concederme tierras. Bien. No pido más que lo que me corresponde.
str_you_speak_of_giving_me_land_unfortunately_you_are_not_wellknown_for_rewarding_those_to_whom_you_have_made_such_offers|Habláis de concederme tierras. Por desgracia, según vuestra reputación no soléis recompensar a aquéllos a quienes hicisteis semejantes ofrecimientos.
str_you_speak_of_unifying_calradia_well_i_believe_that_well_always_be_fighting__its_important_that_we_fight_for_a_rightful_cause|Habláis de unificar nuestro reino. Bueno, yo creo que siempre habrá luchas... lo importante es que luchemos por una causa justa.
str_you_talk_of_claims_to_the_throne_but_i_leave_bickering_about_legalities_to_the_lawyers_and_clerks|Habláis de derechos al trono, pero yo ese palabrerío de cosas legales se lo dejo a los leguleyos y sus empleados.
str_you_speak_of_ruling_justly_hah_ill_believe_theres_such_a_thing_as_a_just_king_when_i_see_one|Habláis de gobernar con justicia. ¡Ja! Hasta que conozca un rey justo no me creeré que existe tal cosa.
str_you_spoke_of_protecting_the_rights_of_the_nobles_if_you_did_youd_be_the_first_king_to_do_so_in_a_very_long_time|Habláis de proteger los derechos de los nobles. Si lo hicierais, seríais el primer monarca en un largo tiempo.
str_you_speak_of_giving_me_land_ay_well_lets_see_if_you_deliver|Habláis de concederme tierras. Sí, bueno, veremos si cumplís.
str_you_speak_of_giving_me_land_bah_youre_not_known_for_delivering_on_your_pledges|Habláis de concederme tierras. Bah. No se os conoce por cumplir vuestros juramentos.
str_you_speak_of_unifying_calradia_well_youve_done_a_good_job_at_making_calradia_bend_its_knee_to_you_so_maybe_thats_not_just_talk|Habláis de unificar nuestro reino. Bueno, habéis hecho un buen trabajo obligando a todo Poniente a doblar su rodilla ante vos, así que quizás no sea hablar por hablar.
str_you_speak_of_unifying_calradia_id_be_impressed_if_i_thought_you_could_do_it_but_unfortunately_you_dont|Habláis de unificar nuestro reino. Me impresionaría si realmente creyera que podéis hacerlo. Por desgracia, no lo creo.
str_you_speak_of_claims_to_the_throne_well_any_peasant_can_claim_to_be_a_kings_bastard|Habláis de derechos al trono. Bueno, cualquier campesino puede decir que es el bastardo de un rey
str_well_its_a_fine_thing_to_court_the_commons_with_promises_but_what_do_you_have_to_offer_me|Bueno, está bien cortejar a los plebeyos con promesas, pero ¿qué tenéis para ofrecerme?
str_you_speak_of_protecting_the_rights_of_lords_that_would_make_a_fine_change_if_my_rights_as_lord_would_be_respected|Habláis de proteger los derechos de los nobles. Eso sería un cambio muy deseable, si mis derechos como señor se respetasen.
str_you_speak_of_protecting_the_rights_of_lords_that_would_make_a_fine_change_if_my_rights_as_lord_would_be_respected_however_it_is_easy_for_you_to_make_promises_while_you_are_weak_that_you_have_no_intention_of_keeping_when_you_are_strong|Habláis de proteger los derechos de los nobles. Eso sería un cambio muy deseable, si mis derechos como señor se respetasen. Sin embargo, es fácil hacer promesas cuando se es débil que no se tiene intención de cumplir cuando se es fuerte.
str_you_speak_of_giving_me_land_well_my_family_is_of_ancient_and_noble_lineage_so_you_promise_me_no_more_than_my_due_still_your_gesture_is_appreciated|Habláis de concederme tierras. Bueno, procedo de una antigua familia de noble linaje, así que no me prometéis más que lo justo. Aún así, aprecio vuestro gesto.
str_you_speak_of_giving_me_land_well_you_make_that_pledge_but_i_am_not_impressed|Habláis de concederme tierras. Bueno, no me impresiona demasiado esa promesa.
str_you_speak_of_unifying_calradia_well_much_of_this_land_now_bends_its_knee_to_you_so_perhaps_that_is_not_just_talk|Habláis de unificar nuestro reino. Bueno, gran parte de esta tierra dobla ahora la rodilla ante vos, así que tal vez no es solo hablar por hablar.
str_you_speak_of_unifying_calradia_but_right_now_yours_is_just_one_squabbling_faction_among_many|Habláis de unificar nuestro reino, pero ahora mismo vuestra facción es sólo una más peleando con el resto.
str_you_speak_of_claims_well_no_offense_but_a_claim_unsupported_by_might_rarely_prospers|Habláis de derechos. Sin ánimo de ofender, los derechos sin poder detrás rara vez prosperan.
str_you_speak_of_protecting_the_commons_well_i_suppose_that_will_make_for_a_more_prosperous_realm_ive_always_tried_to_treat_my_peasants_decently_saves_going_to_bed_worrying_about_whether_youll_wake_up_with_the_roof_on_fire|Habláis de proteger a los plebeyos. Bueno, supongo que eso hará prosperar a nuestro reino. Yo siempre he intentado tratar bien a mis campesinos. De esa forma no hay que acostarse con el temor a despertarse con el techo en llamas.
str_you_speak_of_protecting_the_commons_very_well_but_remember_that_peasants_are_more_likely_to_cause_trouble_if_you_make_promises_then_dont_deliver_than_if_you_never_made_the_promise_in_the_first_place|Habláis de proteger a los plebeyos. Muy bien. Pero recordad que los campesinos os darán más problemas si hacéis promesas que no cumplís, que si nunca habéis hecho dichas promesas.
str_you_speak_of_protecting_the_rights_of_lords_good_youd_be_well_advised_to_do_that__men_fight_better_for_a_king_wholl_respect_their_rights|Habláis de proteger los derechos de los nobles. Bien. Haríais bien en cumplir eso... los hombres luchan mejor por un rey que respete sus derechos.
str_you_speak_of_protecting_the_rights_of_lords_very_well_but_remember__failing_to_keep_promises_which_you_made_while_scrambling_up_the_throne_is_the_quickest_way_to_topple_off_of_it_once_you_get_there|Habláis de proteger los derechos de los nobles. Muy bien. Pero recordad, no cumplir las promesas que se hacen al escalar hacia el trono es el modo más rápido de caeros una vez lleguéis hasta allí.
str_you_speak_of_giving_me_land_very_good_but_often_i_find_that_when_a_man_makes_too_many_promises_trying_to_get_to_the_top_he_has_trouble_keeping_them_once_he_reaches_it|Habláis de concederme tierras. Muy bien, pero encuentro que a menudo un hombre hace demasiadas promesas intentado llegar hasta arriba, y una vez lo consigue tiene problemas para cumplirlas.
str_you_speak_of_unifying_calradia_well_many_have_said_that_you_might_very_well_be_the_one_to_do_it|Habláis de unificar nuestro reino. Bien, muchos dicen por ahí que tal vez seáis la persona para hacerlo.
str_you_speak_of_unifying_calradia_well_all_the_kings_say_that_im_not_sure_that_you_will_succeed_while_they_fail|Habláis de unificar nuestro reino. Bueno, todos los reyes dicen lo mismo. No creo que vos podáis conseguir lo que otros no pudieron.
str_you_speak_of_claims_do_you_think_i_care_for_the_nattering_of_lawyers|Habláis de derechos. ¿Creéis que a mí me interesa el charloteo de los letrados?
str_you_speak_of_protecting_the_commons_how_kind_of_you_i_shall_tell_my_swineherd_all_about_your_sweet_promises_no_doubt_he_will_become_your_most_faithful_vassal|Habláis de proteger a los plebeyos. ¡Qué gran valor! Le hablaré al que cuida de mis cerdos de vuestras dulces promesas. Sin duda él se convertirá en vuestro más fiel vasallo.
str_you_speak_of_protecing_the_rights_of_lords_such_sweet_words_but_ill_tell_you_this__the_only_rights_that_are_respected_in_this_world_are_the_rights_to_dominate_whoever_is_weaker_and_to_submit_to_whoever_is_stronger|Habláis de proteger los derechos de los nobles. ¡Bonitas palabras! Pero os diré esto: los únicos derechos que se respetan en este mundo son los derechos de dominar al más débil, y de someterse a aquel que es más fuerte.
str_you_speak_of_giving_me_land_yes_very_good__but_you_had_best_deliver|Habláis de concederme tierras. Sí, muy bien... pero más vale que cumpláis.
str_you_speak_of_giving_me_land_hah_perhaps_all_those_others_to_whom_you_promised_lands_will_simply_step_aside|Habláis de concederme tierras. ¡Ja! ¿Tal vez todos aquellos a quienes también se las habéis prometido se quitarán de en medio amablemente?
str_you_speak_of_unifying_calradia_you_may_indeed_humble_the_other_kings_of_this_land_and_in_that_case_i_would_hope_that_you_would_remember_me_as_your_faithful_servant|Habláis de unificar nuestro reino. Puede que consigáis subyugar al resto de reyes de esta tierra; si ése es el caso confío en que me recordéis como vuestro más fiel servidor.
str_you_speak_of_unifying_calradia_but_you_are_weak_and_i_think_that_you_will_remain_weak|Habláis de unificar nuestro reino. Pero sois débil, y creo que seguiréis siéndolo.
str_you_speak_of_claims_its_good_for_a_king_to_have_a_strong_claim_although_admittedly_im_more_concerned_that_he_rules_just_ly_than_with_legalities_anyway_your_claim_seems_wellfounded_to_me|Habláis de derechos. Es bueno que un rey tenga firmes derechos al trono, aunque la verdad es que me preocupa más que gobierne con justicia. En cualquier caso, vuestra reclamación me parece bien fundada.
str_you_speak_of_claims_but_your_claim_seems_a_bit_weak_to_me|Habláis de derechos, pero los vuestros me parecen un poco débiles.
str_you_speak_of_protecting_the_commons_i_like_that_my_tenants_are_a_happy_lot_i_think_but_i_hear_of_others_in_other_estates_that_arent_so_fortunate|Habláis de proteger a los plebeyos. Eso me gusta. Mis arrendatarios están bastante contentos, creo, pero he oído que en otros territorios no tienen tanta fortuna.
str_you_speak_of_protecting_the_commons_im_glad_to_hear_you_say_that_but_do_me_a_favor__dont_promise_the_commons_anything_you_cant_deliver_thats_a_sure_way_to_get_them_to_rebel_and_it_breaks_my_heart_to_have_to_put_them_down|Habláis de proteger a los plebeyos. Me alegra oíros decir eso. Pero hacedme un favor, no prometáis a los plebeyos nada que no podáis cumplir. Es la forma más segura de que se rebelen, y se me parte el corazón al tener que aplastarlos.
str_you_speak_of_protecting_the_rights_of_lords_well_very_good_i_suppose_but_you_know__we_lords_can_take_of_ourselves_its_the_common_folk_who_need_a_strong_king_to_look_out_for_them_to_my_mind|Habláis de proteger los derechos de los nobles. Bien, muy bien, supongo. Pero es que, sabéis, los señores podemos defendernos solos. Es la plebe quien necesita un rey fuerte para que cuide de ellos, en mi opinión.
str_you_speak_of_giving_me_land_its_kind_of_you_really_though_that_is_not_necessary|Habláis de concederme tierras. Es muy amable por vuestra parte. Pero, de verdad, no es necesario.
str_you_speak_of_unifying_calradia_well_maybe_you_can_unite_this_land_by_the_sword_but_im_not_sure_that_this_will_make_you_a_good_ruler|Habláis de unificar nuestro reino. Bueno, tal vez podáis unir esta tierra mediante la espada. Pero no sé si eso os convierte en buen gobernante.
str_you_speak_of_claims_a_king_must_have_a_strong_legal_claim_for_there_not_to_be_chaos_in_the_realm_and_yours_is_wellestablished|Habláis de derechos. Un rey debe tener un derecho al trono sólido y legal para que no haya caos en el reino, y el vuestro está bien establecido.
str_you_speak_of_claims_a_king_must_have_a_strong_legal_claim_for_there_not_to_be_chaos_in_the_realm_but_your_claim_is_not_so_strong|Habláis de derechos. Un rey debe tener un derecho al trono sólido y legal para que no haya caos en el reino, pero el vuestro no lo es lo suficiente.
str_you_speak_of_protecting_the_rights_of_lords_it_is_of_course_important_that_a_king_respect_the_rights_of_his_vassals_although_i_worry_that_a_king_who_took_a_throne_without_proper_cause_would_not_rule_with_justice|Habláis de proteger los derechos de los nobles. Por supuesto, es importante que un rey respete los derechos de sus vasallos, aunque me pregunto si un rey que toma el trono sin una causa justa es capaz de gobernar con justicia.
str_you_speak_of_protecting_the_rights_of_lords_it_is_of_course_important_that_a_king_respect_the_rights_of_his_vassals_however_i_would_like_to_know_that_you_would_indeed_deliver_on_your_promises|Habláis de proteger los derechos de los nobles. Por supuesto, es importante que un rey respete los derechos de sus vasallos. Sin embargo, me gustaría tener el convencimiento de que cumpliréis vuestras promesas.
str_you_speak_of_protecting_the_commons_i_would_be_pleased_to_serve_a_king_who_respected_the_rights_of_his_subjects_although_i_worry_that_a_king_who_took_a_throne_without_proper_cause_would_not_rule_with_justice|Habláis de proteger a los plebeyos. Me agradaría servir a un rey que respete los derechos de sus súbditos, aunque me pregunto si un rey que toma el trono sin una causa justa es capaz de gobernar con justicia.
