str_no_string|ŽÁDNÝ TEXT!
; str_norvos_rebellion_pretender_story_1|I was born in a faraway land, further even than the Bone Mountains, the Plains of the Jogos Nhai and the Cannibal Sands, to a humble family, and made a slave when I was but a girl -- but there is no shame in that. The old High Priest, Marello, spotted me in the markets and was struck by my beauty. I entered his household, and his bed, and there he also learned to respect my intelligence. As he grew older, he allowed me to govern in his stead. First I managed the affairs of his mansion, and later those of the faith.
; str_lorath_rebellion_pretender_story_1|My father was descended from Qarlon the Great, who was King of All Andals. A soothsayer out of Qohor told him so herself. Qarlon was himself descended from Hugor of the Hill and his fair maiden, and thus we have a drop of the divine running in our veins.
; str_swadian_rebellion_pretender_story_2|In the time of the Ninepenny Kings, my grandsire conquered Tyrosh with the help of the other members of the Band of Nine. That brute, Maelys the Monstrous, ended the rest of the Bands ambitions in the Stepstones, when he let some savage knight cut off his head, though I hear that descendants of the Ebon Prince still roam the world. But my grandfather kept his throne! Tyrosh could have conquered the rest of the Free Cities, if only the nobles of Tyrosh had not been jealous of my familys obvious greatness.
; str_vaegir_rebellion_pretender_story_2|I was smuggled abroad by a faithful servant, but now I am of age and have returned to reclaim what is rightfully mine. Burelek died soon after his act of perfidy -- the judgment of heaven, no doubt. His son Yaroglek now calls himself grand prince, but as his claim is tainted, he is no less a usurper than his father, and I will topple him from his throne.
; str_khergit_rebellion_pretender_story_2|According to Khergit custom, when a man dies his herds are split between all his sons, equally. So too it is with the khanate. When I heard of my father's death, I was away inspecting our borders, but I hurried home to Tulga, ready to give Sanjar his due and share the khanate with him. But when I arrived, I found that he rushed his supporters to the court, to have himself proclaimed as the sole khan.
; str_nord_rebellion_pretender_story_2|My father died however before I completed my course of study, and as I hurried home to claim his throne my ship was wrecked by a storm. One of my father's thegns, Ragnar, seized this opportunity and spread rumors that I had died abroad. He summoned a gathering of his supporters to have himself proclaimed konung, and has taken the past few years to consolidate his power.
; str_qohor_rebellion_pretender_story_2|My father died however before I completed my course of study, and as I hurried home to claim his position my ship was wrecked by a storm. One of the magisters, Coloqo, seized this opportunity and spread rumors that I had died abroad. He summoned a gathering of his supporters to have himself proclaimed Archon, and has taken the past few years to consolidate his power.
; str_sarranid_rebellion_pretender_story_2|When Sultan Ayzar died, it seemed to the emirs of the realm only natural that I should succeed him as ruler, thus avoiding any danger of civil war. They insisted, however, that I should marry one of his generals, the Emir Baybak. The emirs then lined up to give us the oath of allegiance together -- to Baybak as Commander of the Armies, and to me as Mother of the Realm. For the brief time that we ruled, our realm prospered.
; str_dragonstone_rebellion_pretender_story_2|When Sultan Ayzar died, it seemed to the emirs of the realm only natural that I should succeed him as ruler, thus avoiding any danger of civil war. They insisted, however, that I should marry one of his generals, the Emir Baybak. The emirs then lined up to give us the oath of allegiance together -- to Baybak as Commander of the Armies, and to me as Mother of the Realm. For the brief time that we ruled, our realm prospered.
; str_westerlands_rebellion_pretender_story_2|My mother told me how he fell for a fair maid in service to the archon, and how they married in secrecy, thus making any child of their union trueborn and rightful heirs to the Iron Throne!
; str_reach_rebellion_pretender_story_2|When Sultan Ayzar died, it seemed to the emirs of the realm only natural that I should succeed him as ruler, thus avoiding any danger of civil war. They insisted, however, that I should marry one of his generals, the Emir Baybak. The emirs then lined up to give us the oath of allegiance together -- to Baybak as Commander of the Armies, and to me as Mother of the Realm. For the brief time that we ruled, our realm prospered.
; str_ironborn_rebellion_pretender_story_2|Harren the Red rebelled against the dragon kings in the year the conqueror died, and took back his fathers castle. But even the line of Hoare could not stand against the dragons, and Harren met his demise in the end. But not before getting a son on a salt wife!
; str_pentos_rebellion_pretender_story_2|a.
; str_tyrosh_rebellion_pretender_story_2|In the time of the Ninepenny Kings, my grandsire conquered Tyrosh with the help of the other members of the Band of Nine. That brute, Maelys the Monstrous, ended the rest of the Bands ambitions in the Stepstones, when he let some savage knight cut off his head, though I hear that descendants of the Ebon Prince still roam the world, and that Salladhor Saan continued his fathers ways when old Samarro died. But my grandfather kept his throne! Tyrosh could have conquered the rest of the Free Cities, if only the nobles of Tyrosh had not been jealous of my familys obvious greatness.
; str_myr_rebellion_pretender_story_2|The Ebon Prince was away, valiantly slaying knights, and there was no one to defend our subjects, no one to keep the Myrmen from taking our slaves for themselves! My father grew up in Qohor, living like a beggar, always pleading with the qohori for help, never getting any. He died a pitiful man, twisted with hate and revenge.
; str_lys_rebellion_pretender_story_2|During the last selection, there were but two candidates, myself, and Lotho Saskos. While the council was deliberating, Lotho appeared, sword in hand, telling them that a raiding party from the Basilisk Isles was about to descend on the field of deliberation -- which was true, by the way -- and if he were not elected Prince, not First Magister, then he would leave them to their fate.
; str_volantis_rebellion_pretender_story_2|When Sultan Ayzar died, it seemed to the emirs of the realm only natural that I should succeed him as ruler, thus avoiding any danger of civil war. They insisted, however, that I should marry one of his generals, the Emir Baybak. The emirs then lined up to give us the oath of allegiance together -- to Baybak as Commander of the Armies, and to me as Mother of the Realm. For the brief time that we ruled, our realm prospered.
; str_norvos_rebellion_pretender_story_2|When Marello died, it seemed to the common folk of the Lower City only natural that I should succeed him as High Priestess. The other priests, however, thought differently. They had me stripped of my titles, and clothes, and forced me to walk out through the gates with nothing but my shoes, but only after I had been made to service a bear. They are vile men, and they have chosen the vilest of them all as their new High Priest. I once saw him talking with a qohori, and when they turned towards me, their eyes glowed red, and I could sense a great dark evil coming from them, surely a sign that they're both demons!
; str_lorath_rebellion_pretender_story_2|It was Qarlons dream to unite the holy lands of Andalos under one king, and rule from his great seat at Lorassyons Maze. He came very close, but the valyrians came on their dragons, and not a child, woman, man or beast survived the Scourging of Lorath.
; str_swadian_rebellion_pretender_story_3|They executed Goldentongue, and sent the rest of my family into exile. My father, my siblings, even myself, we had to join a measly sellsword company, working as lowly clerks! But no longer I say. My father has joined the Gods, my brothers are spread out across the world, yet I will have what is mine, I will have Tyrosh.
; str_vaegir_rebellion_pretender_story_3|Until I have my rights restored in the sight of all the Vaegirs, I will bear the sobriquet, 'the Bastard', to remind me of what I must do.
; str_khergit_rebellion_pretender_story_3|My brother thinks that Khergits will only respect strength: a leader who takes what he wants, when he wants it. But I think that he misreads the spirit of our people.--we admire a resolute leader, but even more we a just one, and we know that a man who does not respect his own brother's rights will not respect the rights of his followers.
