dlga_start:lco_conversation_end|Tady jsi.
; dlga_castle_guard_intro_3:castle_guard_intro_2b|No, I give my arms to no one.
dlga_castle_guard_intro_2b:close_window|Pak nemůžeš vstoupit.
dlga_start:castle_gate_guard_talk|Co chceš?
dlga_castle_gate_guard_pretalk:castle_gate_guard_talk|Ano?
dlga_castle_gate_guard_talk:castle_gate_open|Potřebujeme přístřeší na noc. Necháš nás vejít?
dlga_castle_gate_guard_talk:request_meeting_castle_lord|Chci mluvit s hradním pánem.
dlga_castle_gate_guard_talk:request_meeting_other|Chci mluvit s někým z hradu.
dlga_castle_gate_guard_talk:close_window|[Odejít]
dlga_request_meeting_castle_lord:close_window|Počkej tady. {s2} tě přijme.
dlga_request_meeting_castle_lord:castle_gate_guard_pretalk|Můj pán tu teď není.
dlga_request_meeting_other:request_meeting_3|Kdo to je?
dlga_request_meeting_3:request_meeting_4|{s3}
dlga_request_meeting_3:close_window|Zapomeň na to.
dlga_request_meeting_4:request_meeting_5|Počkej tady. Pošlu {reg0?ji:mu} tvou žádost.
dlga_request_meeting_5:request_meeting_6|Čekám...
dlga_request_meeting_6:close_window|Dobrá, {s2} si s tebou promluví.
dlga_request_meeting_6:close_window.1|{s2} tě nechce vidět. Teď zmiz.
dlga_castle_gate_open:close_window|Můj pán tě rád přijme {pane/paní}. Vstupte, otevřu vám bránu.
dlga_castle_gate_open:close_window.1|Můj pán tu teď není, ale věřím, že by ti povolil tu zůstat. Pojď, otevřu vám brány.
dlga_castle_gate_open:close_window.2|Tak vstup, otevřu vám brány.
dlga_castle_gate_open:close_window.3|Tak vstup. Ale ujisti se, že se tví muži budou chovat slušně. Můj pán {s2} tu nechce žádné problémy.
dlga_castle_gate_open:close_window.4|Můj pán {s2} tě tu nechci. Teď zmiz.
dlga_start:close_window.28|{Přišel/Přišla} jsi právě včas. Spojme naše síly a dáme jim pořádnou lekci.
dlga_start:close_window.29|Děláš velkou chybu, že se stavíš proti nám. Toho budeš litovat.
dlga_start:ally_thanks_meet|Myslím, že se ještě neznáme, příteli. Právě si mi {zachránil/zachránila} život a já ani neznám tvé jméno...
dlga_start:ally_thanks_meet.1|Tvá pomoc byla nanejvýš vítaná {cizinče/cizinko}. Jmenuji se {s1}, mohu znát tvé jméno?
dlga_start:ally_thanks_meet.2|Díky za tvou pomoc, {cizinče/cizinko}. My jsme se ještě nesetkali, že? Jak se jmenuješ?
dlga_ally_thanks_meet:ally_thanks_meet_2|Jmenuji se {playername}.
dlga_ally_thanks_meet_2:close_window|Rád tě poznávám, {playername}. Jmenuji se {s1} a jsem tvým dlužníkem. Pokud je něco co pro tebe mohu udělat, jen si řekni...
dlga_ally_thanks_meet_2:close_window.1|Rád tě poznávám, {playername}. Jsem tvým dlužníkem za to co {udělal/udělala}. Doufám, že ti to jednoho dne budu moci splatit.
dlga_ally_thanks_meet_2:close_window.2|Rád tě poznávám, {playername}. Jsem {s1}. Děkuji za tvou pomoc a doufám, že se ještě někdy setkáme.
dlga_start:close_window.30|Znovu si nás {zachránil/zachránila}, {playername}! Jsi vskutku dobrý přítel. {s43}
dlga_start:close_window.31|{Dorazil/Dorazila} jsi na poslední chvíli {playername}! Máš mé nejhlubší díky! {s43}
dlga_start:close_window.32|{Objevil/Objevila} jsi se právě včas, {playername}. To ti nezapomenu. {s43}
dlga_start:close_window.33|Jsem rád, že tě tu vidím, {playername}. {s43}
dlga_start:close_window.34|{s43}
dlga_start:close_window.35|{s43}
; dlga_start:close_window.36|Thank you for your help {Ser/my lady}. You saved {reg1?our lives:my life} out there.
; dlga_start:close_window.37|Thank you for your help {Ser/my lady}. Things didn't look very well for us but then you came up and everything changed.
; dlga_start:close_window.38|Thank you for your help, {Ser/my lady}. It was fortunate to have you nearby.
; dlga_start:kidnapped_girl_liberated_battle|Oh {Ser/my lady}. Thank you so much for rescuing me. Will you take me to my family now?
; dlga_start:kidnapped_wife_liberated_battle|Oh {my lord/my lady}. Thank you so much for rescuing me. Will you take me back to my village now?
; dlga_start:freed_hero_answer|I am in your debt for freeing me friend.
; dlga_freed_hero_answer:freed_hero_answer_1|You're not going anywhere. You'll be my prisoner now!
; dlga_freed_hero_answer_1:close_window|Alas. Will my luck never change?
; dlga_freed_hero_answer:freed_hero_answer_2|You're free to go, {s65}.
; dlga_freed_hero_answer_2:close_window|Thank you, good {my lord/lady}. I never forget someone who's done me a good turn.
; dlga_freed_hero_answer:freed_hero_answer_3|Would you like to join me?
; dlga_freed_hero_answer_3:close_window|All right I will join you.
; dlga_freed_hero_answer_3:close_window.1|No, I want to go on my own.
; dlga_start:defeat_hero_answer|You'll not live long to enjoy your victory. My kinsmen will soon wipe out the stain of this defeat.
; dlga_defeat_hero_answer:defeat_hero_answer_1|You are my prisoner now.
; dlga_defeat_hero_answer_1:close_window|Damn you. You will regret this.
; dlga_defeat_hero_answer:defeat_hero_answer_2|You're free to go this time, but don't cross my path again.
; dlga_defeat_hero_answer_2:close_window|We will meet again.
; dlga_combined_political_quests:political_quest_suggested|{s9}
; dlga_political_quest_follow_on:close_window|I think that is a wise move. Good luck to you.
; dlga_combined_political_quests:political_quest_suggested.1|Your relations with {s4} are not all that they could be. As {reg4?she:he} is my {s11}, I can mediate to attempt to mend your quarrel. Perhaps the best way for me to do this would be to send {reg4?her:him} a gift -- a fur-trimmed velvet robe, perhaps. If you can provide me with a bolt of velvet and a length of furs, I can have one made and sent to {reg4?her:him.}
; dlga_political_quest_follow_on:close_window.1|Splendid. I shall await the materials.
; dlga_combined_political_quests:political_quest_suggested.2|As you may realize, {s4} has many enemies among the lords of the {s5}. In particular, they feel that {reg4?she:he} is {s7}, and worry that {reg4?she:he} will {s8}. Were you to denounce {s4} to {reg4?her:his} face, you may reap much popularity -- although, of course, you would make an enemy of {reg4?her:him}, and risk being challenged to a duel.
; dlga_combined_political_quests:political_quest_suggested.3|As you may realize, many of us in the peerage of the {s5} consider {s4} to be {s7}, and a liability to our cause. We worry that {reg4?she:he} will {s8}. People know my views on {s4} already, but if you were to denounce {reg4?her:him} to {reg4?her:his} face, you would further erode his standing -- and discourage our liege from entrusting {reg4?her:him} with any more power or responsibility. Of course, you would make an enemy of {reg4?her:him}, and risk being challenged to a duel.{s9}
; dlga_political_quest_follow_on:close_window.2|We appreciate what you are doing. I find such intrigues distasteful, but it is all for the good of the {s5}.
; dlga_political_quest_follow_on:close_window.3|Very well. It is always risky to involve yourself in intrigues of this sort, but in this case, I think you will benefit.
; dlga_combined_political_quests:political_quest_suggested.4|You and I have a common interest in seeking to curtail the rise of {s4}. I feel that {reg4?she:he} is {s7}, and worry that {reg4?she:he} will {s8}. Were you to tell our liege {s9} your opinion of {s4}, it might discourage {s9} from granting {s4} any further powers or responsibilities, at least for a while, and I would be much obliged to you.
; dlga_political_quest_follow_on:close_window.4|We appreciate what you are doing. I find such intrigues distasteful, but it is all for the good of the {s5}.
; dlga_combined_political_quests:political_quest_suggested.5|I cannot think of anything right now, but we will have some items of mutual interest in the future.
; dlga_political_quest_suggested:political_quest_follow_on|I like that idea.
; dlga_political_quest_suggested:combined_political_quests|Hmm.. Maybe you can think of something else?
; dlga_political_quest_suggested:political_quests_end|Let us discuss another topic
; dlga_political_quests_end:lord_pretalk|Very well.
; dlga_political_quests_end:spouse_pretalk|Very well.
; dlga_political_quests_end:minister_pretalk|Very well.
; dlga_political_quests_end:close_window|Very well.
; dlga_start:local_merchant_mercy|Mercy! Please don't kill me!
; dlga_local_merchant_mercy:local_merchant_mercy_no|I have nothing against you {reg65?woman:man}. But {s2} wants you dead. Sorry.
; dlga_local_merchant_mercy_no:close_window|Damn you! May you burn in Hell!
; dlga_local_merchant_mercy:local_merchant_mercy_yes|I'll let you live, if you promise me...
; dlga_local_merchant_mercy_yes:local_merchant_mercy_yes_2|Of course, I promise, I'll do anything. Just spare my life... 
; dlga_local_merchant_mercy_yes_2:local_merchant_mercy_yes_3|You are going to forget about {s2}'s debt to you. And you will sign a paper stating that {reg4?she:he} owes you nothing.
; dlga_local_merchant_mercy_yes_3:local_merchant_mercy_yes_4|Yes, of course. I'll do as you say.
; dlga_local_merchant_mercy_yes_4:local_merchant_mercy_yes_5|And if my lord hears so much of a hint of a complaint about this issue, then I'll come back for you, and it won't matter how much you scream for mercy then. Do you understand me?
; dlga_local_merchant_mercy_yes_5:local_merchant_mercy_yes_6|Yes {Ser/my lady}. Don't worry. I won't make any complaint.
; dlga_local_merchant_mercy_yes_6:close_window|Good. Go now, before I change my mind.
dlga_start:fugitive_1|Co chceš?
; dlga_fugitive_1:fugitive_2|I am looking for a murderer by the name of {s4}. You fit his description.
; dlga_fugitive_1:close_window|Nothing. Sorry to trouble you.
; dlga_fugitive_2:fugitive_3|I don't understand, {Ser/my lady}. I never killed anyone. I think you've got the wrong man.
; dlga_fugitive_3:fugitive_4|Then drop your sword. If you are innocent, you have nothing to fear. We'll go now and talk to your neighbours, and if they verify your story, I'll go on my way.
; dlga_fugitive_4:fugitive_5|I'm not going anywhere, friend. You're going to have to fight for your silver, today.
; dlga_fugitive_5:fugitive_fight_start|No problem. I really just need your head, anyway.
; dlga_fugitive_5:fugitive_fight_start.1|I come not for money, but to execute the law!
; dlga_fugitive_5:fugitive_fight_start.2|Alas, that you cannot be made to see reason.
; dlga_fugitive_fight_start:close_window|Die, dog!
; dlga_start:fugitive_12|Slain! All slain! All that blood! Please don't hurt me.
; dlga_start:close_window.39|I will do as you say.
; dlga_start:close_window.40|I will do as you say.
; dlga_fugitive_12:fugitive_22|I am looking for a runaway maiden called {s4}. You fit her description.
; dlga_fugitive_12:close_window|Calm down dear. I have no business with you.
; dlga_fugitive_22:fugitive_32|I suppose there's no point pretending otherwise... I merely wanted to make a better life with my love. And he was so fair to look at! But...but my father will kill me for sure if I go back.
; dlga_fugitive_32:fugitive_42|I'm sure you have nothing to fear in returning to your village. The people there seemed a nice enough lot.
; dlga_fugitive_42:fugitive_52|And what would you know? You think I risked fleeing in the night over some love-struck boy? Fool! Terrible things happen in that village. Terrible things!
; dlga_fugitive_52:fugitive_72|Really? I won't ask what 'things', but you can stay here if you want.
; dlga_fugitive_52:fugitive_62|Get someone else to listen to your tales. Be off with you!
; dlga_fugitive_62:close_window|I see I have no choice...
; dlga_fugitive_72:close_window|Oh... Thank you, {my lord/my lady}!
; dlga_member_chat:sacrificed_messenger_1|Yes {Ser/my lady}?
; dlga_sacrificed_messenger_1:sacrificed_messenger_2|Take this letter to {s1} and give it to {s2}.
; dlga_sacrificed_messenger_1:close_window|Nothing. Nothing at all.
; dlga_sacrificed_messenger_2:sacrificed_messenger_3|Yes {Ser/my lady}. You can trust me. I will not fail you.
; dlga_sacrificed_messenger_3:close_window|Good. I will not forget your service. You will be rewarded when you return.
; dlga_sacrificed_messenger_3:sacrificed_messenger_cancel|Arggh! I can't do this. I can't send you to your own death!
; dlga_sacrificed_messenger_cancel:sacrificed_messenger_cancel_2|What do you mean {Ser/my lady}?
