dlga_start:lco_conversation_end|Buyrun.
; dlga_wildfire_talk2:wildfire_talk3.23|Another party of wildlings attacked us, but we beat them back. Alas, the true battle has only just begun, {playername}. They have been digging throuhg the Wall, and they've managed to make a breach into one of the storerooms. The lower part of the wall is vulnerable in a very few places, if it had been anyone but Mance Rayder leading them, they would have never known where to dig.
; dlga_wildfire_talk3:wildfire_talk4.17|What can I do?
; dlga_wildfire_talk4:wildfire_talk5.20|Join the fight, {playername}. The stewards are holding the wall, raining down arrows on the wildlings. Jon has taken the remaining rangers and are holding off the wildlings in the tunnels beneath the Wall. Join him and defend the realm, {playername}.
; dlga_wildfire_talk5:wildfire_talk6.18|Where is the breach?
; dlga_wildfire_talk5:close_window.8|Farewell.
; dlga_wildfire_talk6:wildfire_talk7.18|Just west of here. Make haste!
; dlga_wildfire_talk7:close_window.19|For the realm!
; dlga_wildfire_talk7:close_window.20|I am not interested.
; dlga_start:close_window.165|Yes, {playername}?
; dlga_wildfire_talk:close_window.14|Farewell.
; dlga_start:wildfire_talk.18|Yes? Ah, {playername}. What news do you bring?
; dlga_wildfire_talk:wildfire_talk2.18|We beat back the wildlings.
; dlga_wildfire_talk2:wildfire_talk3.24|Ah, very well. But I fear our position is untenable. It would have been different if the Watch had been at full strength, but our forces have dwindled over the years... we face a position unlike any in our long history.
; dlga_wildfire_talk3:wildfire_talk4.18|What do you mean?
; dlga_wildfire_talk4:wildfire_talk5.21|Time and time again, the wildlings have thrown themselves against the Wall. Raymund Redbeard, Bael the Bard, Joramun... but this time, it is different. We are a shadow of our former selves, and the Stark in Winterfell has gone south. There is no one to defeat the wildlings when they make their final attack on the Wall.
; dlga_wildfire_talk5:wildfire_talk6.19|But we beat them back in the tunnels!
; dlga_wildfire_talk5:close_window.9|Farewell.
; dlga_wildfire_talk6:wildfire_talk7.19|A test, {playername}. Mance Rayder has men to spare, and we have none. We cannot hold them off, but we can continue the fight! You must go to Jon and tell him to evacuate Castle Black. A Lord Commander could never do so, but Lord Mormont is gone, and we've yet to chose a successor. I can order the brothers to go south, and join the northern lords in their holdfasts and castles. We have no commanding officers, and I am the oldest brother of the Night's Watch still alive. The high lords cannot accuse me of cowardice, no sane man would wish to live to my age.
; dlga_wildfire_talk7:wildfire_talk8.7|But ah, before you go... a gift. When I joined the Order of Maesters, I forswore my old family name, but I have not forgotten it. When Bloodraven left for his last ranging, he entrusted me with the sword his father bestowed upon him. The sword that Aegon's sister Visenya wielded when she rode upon Meraxes, one of the three great dragons. The ancestral valyrian sword of House Targaryen! It is called Dark Sister, and its history is illustrious and proud. You must wield it now, {playername}, and defend the realm, as the kings should have.
; dlga_wildfire_talk8:close_window.6|I am honored, my lord.
; dlga_wildfire_talk8:close_window.7|I am not interested.
; dlga_start:close_window.166|Yes, {playername}?
; dlga_wildfire_talk:close_window.15|Farewell.
; dlga_start:pj_wildfire_talk.14|Yes?
; dlga_pj_wildfire_talk:pj_wildfire_talk2.14|Aemon has ordered you to abandon the Wall.
; dlga_pj_wildfire_talk2:pj_wildfire_talk3.15|We're sworn to guard the realm! There’s no shame in fear, my father told me, what matters is how we face it... Arh, Maester Aemon has the right of it! We could throw away our lives here, and it would barely slow down Mance and his army! We'll retreat to Winterfell, and join the lords when they march on the wildlings.
; dlga_pj_wildfire_talk3:close_window.7|For the realm!
; dlga_pj_wildfire_talk:morcant_creditos.6|Can we hold the Wall?
; dlga_morcant_creditos:close_window.6|We're sworn to hold the Wall.
; dlga_pj_wildfire_talk:close_window.14|Nevermind.
; dlga_start:wildfire_starter_introduce_1.4|Yes? Another adventurer, come to our great city, eh? Looking for valyrian steel?
; dlga_wildfire_starter_introduce_1:wildfire_starter_introduce_2.5|Tell me more.
; dlga_wildfire_starter_introduce_2:close_window.4|The best craftman in the city is Elos Mott. He's the master of the Guild of Blacksmiths. If you're interested in valyrian steel, talk to him.
; dlga_start:close_window.167|Good luck.
; dlga_start:wildfire_talk.19|Yes? I am Elos Mott, leader of the Blachsmiths of Qohor, most gifted of all the craftsmen in the world. Welcome to my shop.
; dlga_wildfire_talk:wildfire_talk2.19|Cetherys said you could tell me about valyrian steel?
; dlga_wildfire_talk:close_window.16|Farewell.
; dlga_wildfire_talk2:wildfire_talk3.25|Ah, the bane of my existence! Everyone wants to know about valyrian steel. Why, I ask, when one could also learn about tinted metals, armor strong enough to withstand the blow of a warhammer, or even the precious substance the alchemists call wildfire. But no! Always valyrian steel... travellers and adventurers, princes and archons, they all come asking about the steel of Valyria.
; dlga_wildfire_talk3:wildfire_talk4.19|What would you have me tell you, that no one does not already know. Valyrian steel is precious. A drunk in a tavern could tell you that. Valyrian steel is indestructable. The same drunk would tell you the same truth. Valyrian steel is the rarest material in the world, worth lordships and fiefdoms. All the drunks in the world know this.
; dlga_wildfire_talk4:wildfire_talk5.22|But can I, the master of blacksmiths, reforge valyrian steel? Yes. I can. Can I make new valyrian steel. Well... time will soon tell. Remember the fate of Maester Pol, and do not inquire into my work, or the work of my colleagues. The city watch will have you if you do, and so will the disciples of the Black Goat.
; dlga_wildfire_talk5:wildfire_talk6.20|But you can reforge valyrian steel?
; dlga_wildfire_talk5:close_window.10|Farewell.
; dlga_wildfire_talk6:wildfire_talk7.20|Yes, I can. Any member of the guild can. However, we do not provide the steel. Even if we had such materials at hand, Tywin Lannister has already paid us good, solid, gold to reserve it for him. No, {playername}, I will gladly reforge a blade for you, but you will need to gather the materials yourself. We once forged a new blade for the lysene nobleman Moredo Rogare. Truth, he called it. It was forged from four daggers of valyrian steel, and the cost was enough to outfit an entire fleet of ships. Gather enough daggers, and I will be able to forge for you a new blade of pure, indestructable, valyrian steel, worthy of a king, a prince, even a dragonlord.
; dlga_wildfire_talk7:close_window.21|Very well.
; dlga_wildfire_talk7:close_window.22|I am not interested.
; dlga_start:close_window.168|Yes?
; dlga_start:wildfire_talk.20|Yes? Ah, you again. {playername}, I really do not have anything else to tell you about valyrian steel...
; dlga_wildfire_talk:wildfire_talk2.20|I have gathered the four daggers.
; dlga_wildfire_talk:close_window.17|Farewell.
; dlga_wildfire_talk2:wildfire_talk3.26|Truly? That is quite wonderous, {playername}, I did not think that would be possible unless you where to sack one of the other Free Cities. You did not do this deed, no? No sacking of those heathens occured in the search for these daggers, I can rest easy, yes?
; dlga_wildfire_talk3:wildfire_talk4.20|Ah yes, these daggers are exquisite indeed. Forged in the fires of the Freehold. But ah! Forged anew in Qohor, the greatest of the Free Cities, heir to Old Valyria! The Black Goat will surely appreciate our sacrifice, and grant us the good fortune that we may create a blade such as the world has never seen before.
; dlga_wildfire_talk4:wildfire_talk5.23|Now, while these daggers certainly are of valyrian steel, they are not overly large. I can create a blade for you, but I cannot extend the metal or supplant it. You will have to be content with a short sword, but a sword it will certainly be. I can fashion it into whatever shape you desire. Which would that be?
; dlga_wildfire_talk5:wildfire_talk6.21|I desire a blade with a curved crossguard.
; dlga_wildfire_talk5:wildfire_talk6.22|I desire a blade fit for stabbing.
; dlga_wildfire_talk5:wildfire_talk6.23|I desire a short arming sword.
; dlga_wildfire_talk5:close_window.11|Farewell.
; dlga_wildfire_talk6:wildfire_talk7.21|Very well. I shall craft you such a blade. The process is laborous and costly. I do not haggle, and will name my price once the blade is ready. Return to me shortly, and the blade shall be ready for you.
; dlga_wildfire_talk7:close_window.23|Very well.
; dlga_start:close_window.169|Yes?
; dlga_start:wildfire_talk.21|Welcome, welcome, traveller, to the Alchemist's Bend! Built in shadows by a sinister cabal of sorcerers and magi! According to the smallfolk. It wasn't really, you know. The last Hightower king, Lymond the Sea Lion, built it. How can I help you?
; dlga_wildfire_talk:wildfire_talk2.21|I'm looking to buy some valyrian steel.
; dlga_wildfire_talk:close_window.18|Farewell.
; dlga_wildfire_talk2:wildfire_talk3.27|Truly? Why, I have a huge pile just lying over here, by the basket of apples!
; dlga_wildfire_talk3:wildfire_talk4.21|Hah! No, I don't. Valyrian steel... We do have some, it's true, but it's locked away down in the vaults, and I doubt Marwyn would part with the key. What would you need it for, anyhow? If you're considering becoming an acolyte, you can earn your own link in time...
; dlga_wildfire_talk4:wildfire_talk5.24|Ah, I just realised, {playername}, that I do not care that much. This is the workshop where we do delicate work, and I really have to get back to the forge. What can I do for you that will make you leave?
; dlga_wildfire_talk5:wildfire_talk6.24|Tell me where to find valyrian steel.
; dlga_wildfire_talk5:close_window.12|Farewell.
; dlga_wildfire_talk6:wildfire_talk7.22|Fine. Take this list. Archmaester Mollos compiled it a couple of years ago. Gods knows why. It was part of a larger treatise on daggers... but still. Say, do you plan to visit the blacksmiths of Qohor? Pol did once. They are monsters. They reforge valyrian steel, it's true, but to do so, they practice blood magic. Blood sacrifice, slaves and infants slaughtered on the altar of the Black Goat.
; dlga_wildfire_talk7:close_window.24|Thank you.
; dlga_wildfire_talk7:close_window.25|I am not interested.
; dlga_start:close_window.170|Yes?
; dlga_start:wildfire_talk.22|Ah, {playername}. A joyous day, this. We have made something not often seen since the Doom came to Valyria so many years ago. Praise be to the Black Goat, the Harbinger, the Whisper in the Darkness, the Worm that Doth Come.
; dlga_wildfire_talk:wildfire_talk2.22|So it is done then?
; dlga_wildfire_talk:close_window.19|Farewell.
; dlga_wildfire_talk2:wildfire_talk5|It is done, and a fine blade it is. Our craft has grown stronger as of late, and the candles are once again burning. The Black Goat certainly has favored us in this endeavor, and we in return have sacrificed to the most fearsome of gods. Now there is the matter of our payment. We shall require 20000 coins for this most magnificent weapon, as the process of crafting it is not without its cost. Is this agreeable?
