str_no_string|AUCUNE CHAÎNE !
str_battle_won_goodnatured|Quelle belle baston ! Rien n'égale le bonheur que procure une victoire, pas vrai ?
str_battle_won_upstanding|Maintenant, rendons grâce aux ciel pour notre victoire et pleurons les nombreux valeureux hommes qui sont morts au combat aujourd'hui.
str_battle_won_grudging_default|Vous avez contribué à renverser la situation sur le champ de bataille. Peu importe ce que je pense de vous, je ne peux nier votre bravoure.
str_battle_won_grudging_martial|{playername}, vous avez été quelqu'un de valable aujourd'hui, quels qu'aient pu être vos méfaits par le passé.
str_battle_won_grudging_quarrelsome|Hum... Ce n'est jamais un plaisir de vous voir en temps normal, mais j'imagine que je dois vous remercier pour votre aide aujourd'hui.
str_battle_won_grudging_pitiless|Votre aide nous a été très précieuse aujourd'hui. Je n'aurais pas imaginé vous voir m'aider par pure bonté, mais je vous remercie quand même.
str_battle_won_grudging_cunning|Je serais bien mal avisé de ne pas vous remercier pour m'avoir porté secours quand j'en ai eu besoin. Vous avez donc... ma gratitude.
str_battle_won_grudging_sadistic|Eh bien, comme c'est touchant ! {playername} est venu à ma rescousse.
str_battle_won_grudging_goodnatured|{playername} ! Je mentirai en disant que nous nous sommes toujours bien entendus par le passé, mais c'était une belle bataille aujourd'hui et je vous en remercie !
str_battle_won_grudging_upstanding|Peut-être avais-je tort à votre sujet. Vous êtes arrivé au bon moment et vous avez gratitude.
str_battle_won_unfriendly_default|Alors vous voilà. Bah, mieux vaut tard que jamais, je suppose.
str_battle_won_unfriendly_martial|Nous avons certes échangé des mots très durs par le passé, mais pour l'instant, laissons-nous aller à l'euphorie de la victoire.
str_battle_won_unfriendly_quarrelsome|Si vous attendez un remerciement, vous allez attendre longtemps. Votre aide n'était pas nécessaire, mais je suppose que vous n'aviez rien de mieux à faire, pas vrai ?
str_battle_won_unfriendly_pitiless|Vous arrivez ici comme un chacal sur la proie d'un lion. Très bien, allez-y, prenez le butin, je ne vous arrêterai pas.
str_battle_won_unfriendly_cunning|{playername}... Bien. Je suppose que votre venue n'était pas un mal, mais je n'irai pas jusqu'à dire que je suis content de vous voir.
str_battle_won_unfriendly_sadistic|Arrière, charogne ! C'est ma victoire et vous ne m'en arracherez la gloire par aucun moyen.
str_battle_won_unfriendly_goodnatured|Oh, c'est vous. Bien, je suppose que je devrais vous remercier de m'avoir aidé.
str_battle_won_unfriendly_upstanding|Merci d'être venu à mon secours. Je vais prendre congés maintenant, avant de dire quelque chose que je regretterais.
str_troop_train_request_default|J'ai besoin de quelqu'un pour les remettre en forme.
str_troop_train_request_martial|Ils ont besoin de quelqu'un pour leur apprendre le sens du mot 'bravoure'.
str_troop_train_request_quarrelsome|Ils me donnent envie de vomir, ces gros salopards de fainéants.
str_troop_train_request_pitiless|Ils ont plus peur de l'ennemi qu'ils n'ont peur de moi. Cela ne peut plus durer.
str_troop_train_request_cunning|Mais les hommes, comme les épées, se forgent et s'endurcissent par le feu.
str_troop_train_request_sadistic|Ils ont besoin de quelqu'un d'assez fort mentalement pour leur inculquer un peu de courage, quitte à ce qu'ils en meurent.
str_troop_train_request_goodnatured|Ils sont pas mauvais ces gars, mais j'ai bien peur que ce soit un peu tôt pour se jeter dans une bataille avec eux.
str_troop_train_request_upstanding|En l'état actuel, les mener au combat équivaudrait à les assassiner purement et simplement.
str_unprovoked_attack_default|Quoi ? Pour quelle raison nous attaquez-vous ? Parlez, maraud !
str_unprovoked_attack_martial|Je ne m'oppose pas à une épreuve par les armes, mais par contre, je vous demanderais bien la raison pour laquelle vous nous attaquez.
str_unprovoked_attack_quarrelsome|Vous commettez une grosse erreur, {mon garçon/ma chère}. Mais à quoi donc pensez-vous ?
str_unprovoked_attack_pitiless|Ah bon ? Si vous désirez si ardemment mourir aujourd'hui, je serai plus qu'heureux de vous rendre ce service, mais je suis curieux de connaître les espoirs que vous nourrissez en faisant cela.
str_unprovoked_attack_cunning|Vraiment ? Je pense que vous manquez de discernement. Qu'espérez-vous gagner en faisant cela ?
str_unprovoked_attack_sadistic|Qu'est-ce donc cela ? Vous aimeriez que je vous arrache les yeux de vos orbites ?
str_unprovoked_attack_goodnatured|Pourquoi faites-vous cela ? Nous ne sommes pas en mauvais termes que je sache, {Messire/madame}.
str_unprovoked_attack_upstanding|Je considère cela comme une agression délibérée et j'en toucherai mot à votre roi. Pourquoi faites-vous cela ?
str_unnecessary_attack_default|Je n'hésiterai à vous réduire en miettes si vous insistez, mais je vais vous offrir une chance de vous enfuir.
str_unnecessary_attack_martial|Bien que j'ai vraiment hâte de relever le défi que vous me lancez, je vais tout de même vous laisser une minute pour y réfléchir {Messire/madame}.
str_unnecessary_attack_quarrelsome|Bah ! Je ne suis pas d'humeur pour ce genre d'absurdité. Hors de mon chemin.
str_unnecessary_attack_pitiless|Je suis d'humeur charitable aujourd'hui alors je vais faire comme si je n'avais rien entendu.
str_unnecessary_attack_cunning|Je ne vois pas ce que vous auriez à gagner en m'ayant comme ennemi. Peut-être devriez-vous simplement partir ?
str_unnecessary_attack_sadistic|Je n'ai pas de temps à perdre avec la vermine de votre espèce. Hors de mon chemin.
str_unnecessary_attack_goodnatured|Je ne comprends pas ce que vous gagnez à provoquer un conflit, {Messire/madame}. Il est toujours temps de partir.
str_unnecessary_attack_upstanding|Si c'est la guerre que vous voulez, vous allez l'avoir {Messire/madame}. Mais je vous laisse une chance de reculer.
str_lord_challenged_default|Comme vous voudrez. Préparez-vous à mourir !
str_lord_challenged_martial|Qu'il en soit ainsi. En garde !
str_lord_challenged_quarrelsome|Sale petit insolent ! Je vais vous écraser !
str_lord_challenged_pitiless|Si vous êtes si désireux de rendre l'âme, je n'ai d'autre choix que d'accéder à votre requête.
str_lord_challenged_cunning|Bien, puisque vous ne me laissez pas le choix...
str_lord_challenged_sadistic|Tas de fumier ! Je vais vous faire regretter d'avoir vu le jour.
str_lord_challenged_goodnatured|Très bien, j'avais espéré que nous pourrions éviter d'en arriver là, mais vous ne me laissez pas le choix.
str_lord_challenged_upstanding|Qu'il en soit ainsi. Cela m'attriste de n'avoir pu vous faire entendre raison.
str_lord_mission_failed_default|Eh bien, je suis déçu, mais je suis certain que vous aurez de nombreuses opportunités de racheter vos fautes.
str_lord_mission_failed_martial|Il est déshonorant d'échouer à sa mission, mais j'accepterai votre parole que cela ne se reproduira plus.
str_lord_mission_failed_quarrelsome|Vous avez échoué ? Bah. Je n'en attendais pas moins de quelqu'un comme vous.
str_lord_mission_failed_pitiless|Vous avez échoué ? Vous me décevez... et cela est malavisé de votre part.
str_lord_mission_failed_cunning|Quelle déception... Malheureusement, personne ne peut prédire avec certitude dans quel sens les vents de la chance souffleront.
str_lord_mission_failed_sadistic|Vraiment ? Sachez que les faibles ne vivent pas assez longtemps pour le regretter.
str_lord_mission_failed_goodnatured|Oh ce n'est pas bien grave. Cela avait peu de chances de réussir de toute manière. Merci d'avoir essayé.
str_lord_mission_failed_upstanding|Très bien, je suis persuadé que vous avez fait de votre mieux.
str_lord_follow_refusal_default|Vous suivre ? Vous oubliez votre rang, {Messire/madame}.
str_lord_follow_refusal_martial|Le jour où vous m'aurez prouvé que vous êtes un guerrier vaillant et honorable, peut-être que je vous suivrai. Mais ce n'est pas aujourd'hui.
str_lord_follow_refusal_quarrelsome|Suivre quelqu'un comme vous ? Je ne crois pas, non.
str_lord_follow_refusal_pitiless|Les seigneurs comme moi ne s'abaissent pas à suivre les gens comme vous, {Messire/madame}.
str_lord_follow_refusal_cunning|D'abord, prouvez-moi que vous n'êtes pas le genre {d'homme/de femme} à me conduire à ma perte et ensuite je songerai peut-être à vous suivre.
str_lord_follow_refusal_sadistic|Je ne pense pas ! Mais à la place, je vous propose de me suivre, comme un petit chien obéissant suit son maître.
str_lord_follow_refusal_goodnatured|Hum... Je suis un peu trop pris par certaines tâches dans l'immédiat. Mais peut-être un jour prochain.
str_lord_follow_refusal_upstanding|Montrez-moi d'abord que vous êtes digne de commander, alors peut-être vous suivrai-je.
str_lord_insult_default|cette crapule
str_lord_insult_martial|sale laquais déshonorant
str_lord_insult_quarrelsome|mange-merde
str_lord_insult_pitiless|vermine de bas étages
str_lord_insult_cunning|crétin d'inconscient
str_lord_insult_sadistic|misérable pleurnichard
str_lord_insult_goodnatured|sale type
str_lord_insult_upstanding|fripouille sans honneur
str_lord_derogatory_default|indigne et ignoble
str_lord_derogatory_martial|{impétueux/impétueuse}
str_lord_derogatory_quarrelsome|{querelleur/querelleuse} et semant la discorde
str_lord_derogatory_pitiless|{cruel/cruelle}, tyrannique
str_lord_derogatory_cunning|sans scrupules et {manipulateur/manipulatrice}
str_lord_derogatory_sadistic|vile et déshonorante
str_lord_derogatory_goodnatured|d'une naïveté désespérante
str_lord_derogatory_upstanding|opiniâtre et {moralisateur/moralisatrice}
str_lord_derogatory_result|nous mèneront à la ruine
str_lord_derogatory_martial_action|attaquer l'ennemi de manière irréfléchie, sans plan, et de gâcher la vie de vos hommes
str_lord_derogatory_quarrelsome_action|chercher des noises à d'autres seigneurs pour nous diviser et nous affaiblir
str_lord_derogatory_pitiles_action|aliéner le peuple jusqu'à provoquer révolte et mutinerie
str_lord_derogatory_cunning_action|conclure un accord avec l'ennemi dans notre dos
str_lord_derogatory_sadistic_action|déshonorer notre cause et notre royaume
str_lord_derogatory_goodnatured_action|avoir pitié de nos ennemis au lieu de les combattre
str_lord_derogatory_upstanding_action|placer exagérément votre propre sens de l'honneur au-dessus des besoins du royaume
str_rebellion_dilemma_martial|{s45} a visiblement été calomnié. Bien que j'aie prêté serment à {s46}, je n'ai aucune obligation envers lui s'il a usurpé la couronne par des moyens illégaux.
str_rebellion_dilemma_quarrelsome|Hum... {s46} ne m'a jamais donné tout ce que je méritais, alors je ne pense pas lui devoir grand chose. Cependant, {s45} ne sera peut-être pas mieux et au moins, {s46} s'est affiché aux yeux de tous.
str_rebellion_dilemma_pitiless|Hmm... {s45} affirme que le trône lui revient de droit. C'est une bonne chose car de cette manière, je me libère de mon serment envers {s46}. Toutefois, il faut que je pèse le pour et le contre avec minutie.
str_rebellion_dilemma_cunning|Hmm... J'ai prêté serment d'hommage à {s46}, mais il faut savoir que les puissants qui ont prêté serment n'ont pas les mêmes obligations que les gens ordinaires. Notre devoir est d'utiliser nos propres compétences pour régner, imposer l'ordre et éviter une guerre qui engagerait tout le territoire.
str_rebellion_dilemma_sadistic|Hmm... Dans ce monde injuste, le sage pense d'abord à lui-même, car personne d'autre ne le fait pour lui. Alors qu'est-ce que j'y gagne ?
str_rebellion_dilemma_goodnatured|Je ne sais que dire. J'ai prêté serment à {s46} en tant que souverain légitime mais s'il ne l'est pas, je ne sais pas si je lui suis toujours lié par serment.
str_rebellion_dilemma_upstanding|Voilà qui est gênant. Renier le serment que j'ai prêté à {s46} est chose grave car les engagements qui empêchent notre pays de sombrer dans l'anarchie ne sont plus. Par ailleurs, je me suis engagé à soutenir la légitimité de la succession et {s45} est à ce titre un prétendant possible au trône.
str_rebellion_dilemma_2_martial|D'un autre côté, {s46} nous a guidé aussi bien en temps de guerre qu'en temps de paix alors l'idée de renoncer à mon allégeance me répugne.
str_rebellion_dilemma_2_quarrelsome|Alors dites-moi, pourquoi devrais-je tourner le dos à un fils de chien que je connais, en faveur d'{reg3?une femme:un autre fils de chien} que je ne connais pas ?
str_rebellion_dilemma_2_pitiless|Je me trouve dans une position bien inconfortable... Voilà qu'on me demande qui je choisirais comme {reg3?régent:roi} de ces terres. Enfin, c'est aussi le moment idéal pour empocher les récompenses qui m'ont toujours été dues !
str_rebellion_dilemma_2_cunning|{s46} est contesté et c'est pour cette raison qu'il ne sera jamais capable de régner d'une main aussi ferme que quelqu'un dont la revendication au trône n'a jamais été remise en question. Toutefois, si {s45} monte sur le trône de force, {reg3?elle:il} n'aura pas autant de poids que quelqu'un qui y est arrivé de manière pacifique.
str_rebellion_dilemma_2_sadistic|Peut-être que si je rejoins {s45} pendant qu'{reg3?elle:il} est encore faible, alors {reg3?elle:il} me rendra riche ! Et peut-être que si je ramène votre tête à {s46}, ma récompense sera d'autant plus grande.
