dlga_start:lco_conversation_end|Ha! Vous êtes là!
dlga_pj_clansman_talk:pj_clansman_talk2|Etes-vous Ser Albar Royce?
dlga_pj_clansman_talk2:pj_clansman_talk3|Oui, qu'est-ce que ça peut vous faire?
dlga_pj_clansman_talk3:pj_clansman_talk5|Mon nom est {playername}. Dame Lysa m'a envoyé ici, elle croit que vous pouvez m'aider à faire face aux clans des montagnes.
dlga_pj_clansman_talk5:pj_clansman_talk6|Hah! Une centaine de générations d'Arryns ont tenté de faire face à ces maudits sauvages, Je doute que vous soyez en mesure de faire quoi que ce soit à leur sujet. Dame Lysa est une bonne et honnête femme, mais... elle est, dirons-nous, sujette à des accès d'optimisme extrême lorsqu'il s'agit de choses comme celles-ci. Pourtant, je suppose que vous renseigner sur les clans ne serait pas la pire des choses que nous puissions faire.
dlga_pj_clansman_talk6:pj_clansman_talk8|Donc, vous savez où ils sont?
dlga_pj_clansman_talk8:close_window|Dieux m'en garde! Si je le savais, j'y serais allé moi-même. Personne ne sait où ils vivent, c'est pourquoi ils ne sont jamais vaincus. Les Montagnes de la Lune sont remplies de grottes et de vallées cachées... Pourtant, essayer de voir Jharys dans Gulltown. Il a des relations avec les clans, mais nous l'avons laissé s'en tirer parce qu'il est parfois utile pour retrouver les jeunes filles enlevées.
dlga_pj_clansman_talk:close_window|Hmph!
dlga_start:pj_clansman_talk.1|Que voulez-vous?
dlga_pj_clansman_talk:pj_clansman_talk2.1|Etes-vous Jharys?
dlga_pj_clansman_talk2:pj_clansman_talk3.1|Oui, oui, que voulez-vous?
dlga_pj_clansman_talk3:pj_clansman_talk5.1|Albar Royce semble penser que vous savez peut-être où je pourrais trouver les clans des montagnes.
; dlga_pj_clansman_talk5:pj_clansman_talk6.1|Hah, which one? There's a dozen! And no, I don't know where they are. Perhaps Ser Myles over at Coldwater Burn has heard something. That man is the biggest gossip, and drunk, in the Vale of Arryn. He knows everything.
dlga_pj_clansman_talk6:close_window|Vous avez été très utile.
dlga_pj_clansman_talk:close_window.1|Peu importe, je pars.
dlga_start:pj_clansman_talk.2|Que voulez-vous, hein?
dlga_pj_clansman_talk:pj_clansman_talk2.2|Ser Myles? Jharys m'a envoyé, il m'a dit que vous pourriez savoir où trouver les clans des montagnes?
dlga_pj_clansman_talk2:pj_clansman_talk3.2|Oh non, je n'en ai pas la moindre idée. J'ai entendu une rumeur juteuse sur Mychel Redfort et Lyn Corbray récemment, et aussi sur ce chanteur à la cour de dame Lysas. Il semble qu'il soit assez friand de jeunes filles, en particulier celle qui a été déflorée  par un autre homme! Mais non, je n'ai aucune idée de l'endroit où les clans des montagnes vivent.
dlga_pj_clansman_talk3:pj_clansman_talk4|Savez-vous qui le saurait?
dlga_pj_clansman_talk4:pj_clansman_talk5|Non, pas vraiment. Bien que peut-être... peut-être que vous pourriez aller demander à ma mère, dame Barbrey. Elle vit à Wickenden.
dlga_pj_clansman_talk5:pj_clansman_talk6.2|Vous avez été d'une grande aide!
dlga_pj_clansman_talk5:pj_clansman_talk7|Merci Ser Myles.
dlga_pj_clansman_talk6:close_window.1|Bah!
dlga_pj_clansman_talk7:close_window|N'en parlons plus.
dlga_pj_clansman_talk:close_window.2|Rien, je pars.
dlga_start:order2.1|Grarh!
dlga_order2:order3.1|Qu'est-ce?
dlga_order3:close_window.1|Meurt!
dlga_start:pj_clansman_talk.3|Que voulez-vous?
dlga_pj_clansman_talk:pj_clansman_talk2.3|Dame Barbrey, votre fils m'a envoyé, il pense que vous savez peut-être où trouver les clans des montagnes?
dlga_pj_clansman_talk2:pj_clansman_talk3.3|Bah, c'est le moment! Je vais tout vous dire. Son père est le chef d'un de ces clans de sauvages. Qui s'appelle les Frères de la Lune. Bah! J'imagine que vous ne voulez plus parler avec à moi maintenant, n'est-ce pas? Personne ne veut me parler depuis que ces sauvages m'ont laissé revenir au donjon de mon père, violée et engrossée d'un enfant... Aux dernières nouvelles, les Frères de la Lune avaient été vus près de Strongsong...
dlga_pj_clansman_talk3:pj_clansman_talk5.2|Je suis désolé?
dlga_pj_clansman_talk5:close_window|Passons...
dlga_pj_clansman_talk:nacroxnicke_creditos|Puis-je en savoir plus sur vous, ma dame?
dlga_nacroxnicke_creditos:close_window.1|Non! Va-t'en, et va dire à ce salaud d'ivrogne de bâtard qui est mon fils qu'il est aussi inutile que ce cochon de père qui l'a engendré!
dlga_pj_clansman_talk:close_window.3|Rien.
dlga_start:pj_clansman_talk.4|Que voulez-vous?
dlga_pj_clansman_talk:pj_clansman_talk2.4|Je recherche les Frères de la Lune, avez-vous des informations?
dlga_pj_clansman_talk2:pj_clansman_talk3.4|Oui, ils ont été repérés à un kilomètre d'ici! Mais nous ne somme pas assez nombreux pour leur faire face. Depuis quelque temps, les clans se sont montrés plus sauvages, et ils ont des armes en acier tranchant et des armures lourdes!
dlga_pj_clansman_talk3:pj_clansman_talk4.1|Je vais partir tout de suite, et m'occuper d'eux!
dlga_pj_clansman_talk4:pj_clansman_talk5.1|Hein, vous croyez?
dlga_pj_clansman_talk5:pj_clansman_talk6.3|Eh bien, je suppose que vous pourriez tout aussi bien tenter le coup. Je ne pense pas que vous en reviendrez, mais voici un petit cadeau d'adieu.
dlga_pj_clansman_talk6:pj_clansman_talk7|Merci.
dlga_pj_clansman_talk7:close_window.1|C'est avec plaisir. J'espère que vous pourrez faire quelque chose contre ces sauvages.
dlga_pj_clansman_talk:close_window.4|J'ai oublié.
dlga_start:pj_germund_talk.1|Oui, {playername}?
dlga_pj_germund_talk:clansman_espada|J'ai tué les Frères de la Lune, un clan qui ne causera plus d'ennuis au Val.
dlga_clansman_espada:clansman_espada2|Vous essayez de voler la gloire de Ser Albars, hein? Il est venu vers moi, il y a moins d'une heure et m'a raconté comment lui et ses chevaliers ont traqué les sauvages et leur ont montré qui règne sur le Val. Je ne veux pas de menteur à ma cour, loin de moi! Attendez que Seigneur Nestor entende cela!
dlga_clansman_espada2:new_one_clansman|hé...
dlga_new_one_clansman:close_window|Partez!
dlga_start:clansman_talk.1|Ah, {playername}! C'est bon de vous revoir!
dlga_clansman_talk:clansman_talk2.1|Haldon dit que vous pourriez encore avoir besoin de mes compétences.
dlga_clansman_talk2:clansman_talk3.1|Oui, {playername}, En effet, en effet. J'ai besoin de quelqu'un pour apporter un message à un de mes amis à Port Réal.
dlga_clansman_talk3:clansman_talk4.1|Où puis-je le trouver?
dlga_clansman_talk3:close_window|Excusez-moi, j'ai des choses importantes qui nécessitent mon attention.
dlga_clansman_talk4:clansman_talk5.1|Oh, il va vous trouver, ne vous inquiétez pas de ça. Il suffit d'aller à la plus grande taverne de la ville et attendre, je suis sûr que vous le rencontrerez.
dlga_clansman_talk5:clansman_talk6.1|Quel est son nom? Comment pourrais-je savoir si je parle à la bonne personne?
dlga_clansman_talk5:close_window|À la réflexion, je crois que je vais rester en dehors de ça.
dlga_clansman_talk6:clansman_talk7.1|Mon ami porte le nom de Rugen, il travaille comme geôlier dans les "Cellules Noires" du Donjon Rouge. Je suppose qu'il sera habillé comme un geôlier.
; dlga_clansman_talk7:close_window.1|Very well, I'll bring Rugen your message.
; dlga_clansman_talk7:close_window.2|I can't carry that right now.
dlga_start:close_window.134|Oui?
dlga_start:pj_clansman_talk.5|Oui?
dlga_pj_clansman_talk:pj_clansman_talk2.5|Etes-vous Rugen?
dlga_pj_clansman_talk3:pj_clansman_talk5.3|Mon nom est {playername}. J'ai été envoyé par Illyrio Mopatis, sur la route de Pentos, pour vous apporter un message.
dlga_pj_clansman_talk5:pj_clansman_talk6.4|Ah, oui, le message. Hum, bravo {playername}. Gardons ça entre nous, hein? Voici un peu de... euh... d'encouragement.
dlga_pj_clansman_talk6:pj_clansman_talk8.1|Avez-vous besoin de moi pour répondre à ce message?
; dlga_pj_clansman_talk8:pj_clansman_talk9|Well, ah, if you're headed back to Pentos, you might as well bring him my, ah, reply. You'll need to keep quiet about your doings, obviously.
; dlga_pj_clansman_talk9:close_window|Very well.
; dlga_pj_clansman_talk9:close_window.1|I can't carry that right now.
dlga_start:pj_clansman_talk.6|Oui {playername}?
dlga_pj_clansman_talk:pj_clansman_talk2.6|Rugen m'a demandé de vous apporter sa réponse.
dlga_pj_clansman_talk2:pj_clansman_talk3.5|Ah magnifique, {playername}. Vous avez été d'une grande aide. Seriez-vous intéressé de me faire une autre faveur?
dlga_pj_clansman_talk3:pj_clansman_talk5.4|Oui.
dlga_pj_clansman_talk5:pj_clansman_talk6.5|J'ai besoin de vous pour apporter un coffre de... d'objets de valeur... à une de mes connaissances. Un chevalier, du nom de Rolly Duckfield. Je me suis arrangé pour qu'il attende dans une taverne de Norvos. Apportez-lui le coffre, et je ferai en sorte que vous soyez bien récompensé.
dlga_pj_clansman_talk6:close_window.2|Très bien.
; dlga_pj_clansman_talk6:close_window.3|I can't carry that right now.
dlga_pj_clansman_talk:close_window.5|Peu importe, je pars.
dlga_start:pj_clansman_talk.7|Que voulez-vous, hein?
dlga_pj_clansman_talk:pj_clansman_talk2.7|Ser Rolly? Magister Illyrio m'a demandé de vous apporter ce coffre.
; dlga_pj_clansman_talk2:pj_clansman_talk3.6|Ah good, good. But Griff says our plans have changed, and I'm afraid I can't carry this with me if we're going to get the boy to Selhorys in time. You'll need to return this to Magister Illyrio, with my apologies.
; dlga_pj_clansman_talk3:pj_clansman_talk4.2|Who are you talking about? Take it back?
; dlga_pj_clansman_talk4:pj_clansman_talk5.2|Ah shit. Nevermind. Just bring the chest back to Pentos, and talk with the fat man. Tell him we're heading west instead of east.
dlga_pj_clansman_talk5:pj_clansman_talk6.6|Je ne suis pas une mule!
dlga_pj_clansman_talk5:pj_clansman_talk7.1|Très bien.
; dlga_pj_clansman_talk6:close_window.4|Bah!
dlga_pj_clansman_talk7:close_window.2|Merci l'ami.
dlga_pj_clansman_talk:close_window.6|Rien, je pars.
; dlga_start:pj_clansman_talk.8|Yes, {playername}? How very good to see you. Did you get the chest to Norvos?
; dlga_pj_clansman_talk:pj_clansman_talk2.8|I did, but your friend had me bring it back here.
; dlga_pj_clansman_talk2:pj_clansman_talk3.7|What? Why? Did he give you a reason. Speak man.
; dlga_pj_clansman_talk3:pj_clansman_talk5.5|He said something about a boy, Selhorys and going west?
; dlga_pj_clansman_talk5:pj_clansman_talk6.7|Curse that man! Griff is too impatient! We've been keeping him secret for sixteen years, and now we're running out of time?! We'll have to act quickly, {playername}. Go back to King's Landing and tell Rugen what you've learned. No, better yet, bring him this letter.
; dlga_pj_clansman_talk6:close_window.5|Very well.
; dlga_pj_clansman_talk6:close_window.6|I'm afraid I can't carry a letter right now.
dlga_pj_clansman_talk:close_window.7|Rien.
dlga_start:pj_clansman_talk.9|Que voulez-vous?
; dlga_pj_clansman_talk:pj_clansman_talk2.9|I'm looking for a man named Rugen.
; dlga_pj_clansman_talk2:pj_clansman_talk3.8|Ah, Rugen! An unsavory fellow. Not like myself. I'm of royal blood myself, you see.
; dlga_pj_clansman_talk3:pj_clansman_talk4.3|What are you talking about?
; dlga_pj_clansman_talk4:pj_clansman_talk5.3|I'm descended from the natural born son of a Targaryen princess. My mother told me the story. My ancestor was such a strong, brave and handsome warrior, that even a princess could fall in love with him.
; dlga_pj_clansman_talk5:pj_clansman_talk6.8|Their son was born a bastard, but a royal bastard! My fathers father added the 'Long' before 'Waters'. We're a noble family of knights carrying royal blood, you see. Couldn't have a name as lowborn as 'Waters'!
; dlga_pj_clansman_talk6:pj_clansman_talk7.1|Oh, I don't care! Do you know where Rugen is?
; dlga_pj_clansman_talk7:close_window.3|He's in the tavern. I swear it on my royal blood!
dlga_pj_clansman_talk:close_window.8|J'ai oublié.
; dlga_start:pj_germund_talk.2|Ah, {playername}.
; dlga_pj_germund_talk:clansman_espada.1|Magister Illyrio asked me to deliver this letter to you.
; dlga_clansman_espada:clansman_espada2.1|Well, ah, then. Give it here.
; dlga_clansman_espada2:new_one_clansman.1|Well?
dlga_new_one_clansman:new_one_clansman2|J'ai une dette envers vous, {playername}. Tenez s'il vous plaît, acceptez ce don comme un signe de ma gratitude.
dlga_new_one_clansman2:new_one_clansman3|Si cela ne vous dérange pas, j'aimerai vous demander, qui est Griff?
; dlga_new_one_clansman3:doran_martell_quest|Ah, {playername}, you'll know in time, in time. Suffice to say, the men of the Sunset Kingdoms are all the same. They sew some beast upon a scrap of silk, and suddenly they are all lions or stags or eagles, but black or red, a dragon is still a dragon. But ah, I need you to do one last thing for me...
; dlga_doran_martell_quest:doran_martell_quest1|I need you to visit a winesink in Sunspear, called the Thirsty Goat. Look for a man called Septon Allard, and deliver the letter to him.
dlga_doran_martell_quest1:close_window|Très bien.
dlga_pj_germund_talk:close_window.1|Passons.
; dlga_start:pj_clansman_talk.10|What?
; dlga_pj_clansman_talk:pj_clansman_talk2.10|I bring a sealed letter from Rugen.
dlga_pj_clansman_talk2:pj_clansman_talk3.9|Vraiment... donnez la moi.
dlga_pj_clansman_talk3:pj_clansman_talk4.4|Vous voici.
dlga_pj_clansman_talk4:pj_clansman_talk5.4|Hmm...
; dlga_pj_clansman_talk5:pj_clansman_talk6.9|The prince must hear of this. Visit the castle and deliver this letter to Maester Caleotte.
dlga_pj_clansman_talk6:pj_clansman_talk7.2|Euh, oui...
; dlga_pj_clansman_talk6:close_window.7|I can't carry that right now.
dlga_pj_clansman_talk7:close_window.4|Bien.
dlga_pj_clansman_talk:close_window.9|J'ai oublié.
dlga_start:pj_clansman_talk.11|Oui?
dlga_pj_clansman_talk:pj_clansman_talk2.11|On m'a dit de vous apportez ceci.
; dlga_pj_clansman_talk2:pj_clansman_talk3.10|Ah yes... {playername}, Magister Illyrio speaks highly of you in this letter, you've done the prince a great service.
; dlga_pj_clansman_talk3:pj_clansman_talk4.5|I'm glad.
dlga_pj_clansman_talk4:pj_clansman_talk5.5|Hmm...
; dlga_pj_clansman_talk5:pj_clansman_talk6.10|It seems to me that the magister did not offer you a suitable reward for the great risks you've faced... I will make sure you receive a proper reward, on the understanding that not a word of what you've accomplished for us ever leave your mouth... Words are like arrows, once loosened you cannot call them back, and one stray arrow can bring down even a prince.
dlga_pj_clansman_talk6:pj_clansman_talk7.3|Personne ne saura ce que j'ai fait.
; dlga_pj_clansman_talk7:close_window.5|Good, good. Accept this as a proper reward for your accomplishments then, {playername}, and remember your vow. The storm is on the horizon.
dlga_pj_clansman_talk:close_window.10|J'ai oublié.
dlga_start:wildfire_starter_introduce_1.1|Oui, je peux vous aidez?
dlga_wildfire_starter_introduce_1:wildfire_starter_introduce_2.1|Je suis à la recherche du châtelain, l'avez-vous vu?
dlga_wildfire_starter_introduce_2:close_window.1|Ser Rodrik est parti dans les bois ce matin, mais il devrait être  bientôt de retour.
dlga_start:close_window.135|Excusez-moi, je suis très occupé.
dlga_start:wildfire_talk.1|Oui? je peux vous aidez?
