trp_multiplayer_profile_troop_male|Profil multi-joueurs homme
; trp_knight_4_9|Tenesio Prestayn
; trp_knight_4_9_pl|Tenesio Prestayn
; trp_knight_4_10|Idario Prestayn
; trp_knight_4_10_pl|Idario Prestayn
; trp_knight_4_11|Elanzo Erosenes
; trp_knight_4_11_pl|Elanzo Erosenes
; trp_knight_4_12|Moredo Fregar
; trp_knight_4_12_pl|Moredo Fregar
; trp_knight_qohor_1|Craghas Tendiras
; trp_knight_qohor_1_pl|Craghas Tendiras
; trp_knight_qohor_2|Qhoran Rhegan
; trp_knight_qohor_2_pl|Qhoran Rhegan
; trp_knight_qohor_3|Roro Ohoros
; trp_knight_qohor_3_pl|Roro Ohoros
; trp_knight_qohor_4|Mero Ohoros
; trp_knight_qohor_4_pl|Mero Ohoros
; trp_knight_sellsword_1|The Tattered Prince
; trp_knight_sellsword_1_pl|The Tattered Prince
; trp_knight_sellsword_2|Bloodbeard
; trp_knight_sellsword_2_pl|Bloodbeard
trp_knight_6_2|Ser Deziel Dalt
trp_knight_6_2_pl|Ser Deziel Dalt
trp_knight_6_3|Seigneur Franklyn Fowler
trp_knight_6_3_pl|Seigneur Franklyn Fowler
trp_knight_6_4|Seigneur Tremond Gargalen
trp_knight_6_4_pl|Seigneur Tremond Gargalen
trp_knight_6_5|Ser Ryon Allyrion
trp_knight_6_5_pl|Ser Ryon Allyrion
trp_knight_6_6|Seigneur Trebor Jordayne
trp_knight_6_6_pl|Seigneur Trebor Jordayne
trp_knight_6_7|Seigneur Daeron Vaith
trp_knight_6_7_pl|Seigneur Daeron Vaith
trp_knight_6_8|Seigneur Anders Ferboys
trp_knight_6_8_pl|Seigneur Anders Ferboys
trp_knight_6_9|Lord Harmen Uller
trp_knight_6_9_pl|Lord Harmen Uller
trp_knight_6_10|Lord Quentyn Qorgyle
trp_knight_6_10_pl|Lord Quentyn Qorgyle
trp_knight_6_11|Ser Gerold Dayne
trp_knight_6_11_pl|Ser Gerold Dayne
trp_knight_6_12|Seigneur Dagos Forrest
trp_knight_6_12_pl|Seigneur Dagos Forrest
; trp_knight_6_13|Ser Mors Manwoody
; trp_knight_6_13_pl|Ser Mors Manwoody
trp_knight_6_14|Ser Symon Santagar
trp_knight_6_14_pl|Ser Symon Santagar
trp_knight_6_15|Ser Gulian Qorgyle
trp_knight_6_15_pl|Ser Gulian Qorgyle
trp_knight_6_17|Ser Arron Qorgyle
trp_knight_6_17_pl|Ser Arron Qorgyle
trp_knight_6_18|Ser Ulwyck Uller
trp_knight_6_18_pl|Ser Ulwyck Uller
trp_knight_6_19|Lord Messon Wyl
trp_knight_6_19_pl|Lord Messon Wyl
trp_knight_6_20|Larra Noirmont
trp_knight_6_20_pl|Larra Noirmont
trp_knight_6_21|Delonne Allyrion
trp_knight_6_21_pl|Delonne Allyrion
trp_knight_6_22|Nymella Toland
trp_knight_6_22_pl|Nymella Toland
trp_knight_8_1|Ser Justin Massey
trp_knight_8_1_pl|Ser Justin Massey
trp_knight_8_2|Lord Monford Velaryon
trp_knight_8_2_pl|Lord Monford Velaryon
trp_knight_8_3|Ser Davos Mervault
trp_knight_8_3_pl|Ser Davos Mervault
trp_knight_8_6|Lord Ardrian Celtigar
trp_knight_8_6_pl|Lord Ardrian Celtigar
trp_knight_8_7|Ser Axell Florent
trp_knight_8_7_pl|Ser Axell Florent
trp_knight_8_12|Ser Andrew Estremont
trp_knight_8_12_pl|Ser Andrew Estremont
trp_knight_8_13|Ser Lomas Estremont
trp_knight_8_13_pl|Ser Lomas Estremont
; trp_knight_8_14|Salladhor Saan
; trp_knight_8_14_pl|Salladhor Saan
; trp_knight_8_15|Lord Roger Staunton
; trp_knight_8_15_pl|Lord Roger Staunton
trp_knight_9_1|Lord Renfred Rykker
trp_knight_9_1_pl|Lord Renfred Rykker
trp_knight_9_2|Ser Stafford Lannister
trp_knight_9_2_pl|Ser Stafford Lannister
trp_knight_9_3|Lord Roland Crakehall
trp_knight_9_3_pl|Lord Roland Crakehall
trp_knight_9_4|Ser Harys Swyft
trp_knight_9_4_pl|Ser Harys Swyft
trp_knight_9_5|Ser Steffon Swyft
trp_knight_9_5_pl|Ser Steffon Swyft
trp_knight_9_6|Lord Lewys Lydden
trp_knight_9_6_pl|Lord Lewys Lydden
trp_knight_9_7|Lord Tytos Brax
trp_knight_9_7_pl|Lord Tytos Brax
trp_knight_9_8|Ser Kevan Lannister
trp_knight_9_8_pl|Ser Kevan Lannister
trp_knight_9_9|Lord Melwyn Sarschamp
trp_knight_9_9_pl|Lord Melwyn Sarschamp
trp_knight_9_10|Lord Leo Lefford
trp_knight_9_10_pl|Lord Leo Lefford
trp_knight_9_11|Lord Damon Marpheux
trp_knight_9_11_pl|Lord Damon Marpheux
trp_knight_9_12|Ser Addam Marpheux
trp_knight_9_12_pl|Ser Addam Marpheux
trp_knight_9_13|Lord Gawen Ouestrelin
trp_knight_9_13_pl|Lord Gawen Ouestrelin
trp_knight_9_14|Lord Quenten Fléaufort
trp_knight_9_14_pl|Lord Quenten Fléaufort
trp_knight_9_15|Ser Daven Lannister
trp_knight_9_15_pl|Ser Daven Lannister
trp_knight_9_16|Lord Terrence Kenning
trp_knight_9_16_pl|Lord Terrence Kenning
trp_knight_9_17|Ser Lyle Crakehall
trp_knight_9_17_pl|Ser Lyle Crakehall
trp_knight_9_18|Ser Tybolt Crakehall
trp_knight_9_18_pl|Ser Tybolt Crakehall
; trp_knight_9_19|Lord Roger Serrett
; trp_knight_9_19_pl|Lord Roger Serrett
trp_knight_9_20|Lord Regenard Estren
trp_knight_9_20_pl|Lord Regenard Estren
trp_knight_9_21|Ser Robert Brax
trp_knight_9_21_pl|Ser Robert Brax
trp_knight_9_22|Lord Sebaston Farman
trp_knight_9_22_pl|Lord Sebaston Farman
trp_knight_9_23|Ser Manford Farman
trp_knight_9_23_pl|Ser Manford Farman
trp_knight_9_24|Ser Bandon Lefford
trp_knight_9_24_pl|Ser Bandon Lefford
trp_knight_9_25|Ser Harold Sarschamp
trp_knight_9_25_pl|Ser Harold Sarschamp
trp_knight_9_26|Ser Garrison Prestre
trp_knight_9_26_pl|Ser Garrison Prestre
trp_knight_9_27|Ser Myles Brax
trp_knight_9_27_pl|Ser Myles Brax
trp_knight_9_28|Lord Philip Prünh
trp_knight_9_28_pl|Lord Philip Prünh
trp_knight_9_29|Ser Dennis Prünh
trp_knight_9_29_pl|Ser Dennis Prünh
trp_knight_9_30|Ser Amory Lorch
trp_knight_9_30_pl|Ser Amory Lorch
trp_knight_9_31|Lord Selmond Gerblance
trp_knight_9_31_pl|Lord Selmond Gerblance
trp_knight_9_32|Steffon Gerblance
trp_knight_9_32_pl|Steffon Gerblance
trp_knight_9_33|Ser Gregor Clegane
trp_knight_9_33_pl|Ser Gregor Clegane
trp_knight_9_34|Ser Elwood Harte
trp_knight_9_34_pl|Ser Elwood Harte
trp_knight_9_35|Ser Edgar Buckwell
trp_knight_9_35_pl|Ser Edgar Buckwell
trp_knight_9_36|Ser Forley Prestre
trp_knight_9_36_pl|Ser Forley Prestre
trp_knight_9_37|Lord Gyles Rosby
trp_knight_9_37_pl|Lord Gyles Rosby
trp_knight_9_38|Lord Antario Jast
trp_knight_9_38_pl|Lord Antario Jast
trp_knight_9_39|Ser Garth Verchamps
trp_knight_9_39_pl|Ser Garth Verchamps
trp_knight_9_40|Ser Raynard Rouxtigre
trp_knight_9_40_pl|Ser Raynard Rouxtigre
trp_knight_9_41|Lord Robin Moreland
trp_knight_9_41_pl|Lord Robin Moreland
trp_knight_9_42|Ser Jarion Moreland
trp_knight_9_42_pl|Ser Jarion Moreland
trp_knight_9_43|Ser Balman Byrch
trp_knight_9_43_pl|Ser Balman Byrch
trp_knight_10_1|Lord Paxter Redwyne
trp_knight_10_1_pl|Lord Paxter Redwyne
trp_knight_10_2|Lord Branston Cuy
trp_knight_10_2_pl|Lord Branston Cuy
trp_knight_10_3|Lord Tommen Costayne
trp_knight_10_3_pl|Lord Tommen Costayne
trp_knight_10_4|Ser Baelor Hightower
trp_knight_10_4_pl|Ser Baelor Hightower
trp_knight_10_5|Lord Leo Nègrebar
trp_knight_10_5_pl|Lord Leo Nègrebar
trp_knight_10_6|Lord Martyn Mullendor
trp_knight_10_6_pl|Lord Martyn Mullendor
trp_knight_10_7|Lord Randyll Tarly
trp_knight_10_7_pl|Lord Randyll Tarly
trp_knight_10_8|Ser Garlan Tyrell
trp_knight_10_8_pl|Ser Garlan Tyrell
trp_knight_10_9|Lord Clovan Ashford
trp_knight_10_9_pl|Lord Clovan Ashford
trp_knight_10_10|Lord Orton Merryweather
trp_knight_10_10_pl|Lord Orton Merryweather
trp_knight_10_11|Ser Bryan Fossovoie
trp_knight_10_11_pl|Ser Bryan Fossovoie
trp_knight_10_12|Lord Lorent Caswell
trp_knight_10_12_pl|Lord Lorent Caswell
; trp_knight_10_13|Lord Patrek Footly
; trp_knight_10_13_pl|Lord Patrek Footly
trp_knight_10_14|Lord Mathis Rowan
trp_knight_10_14_pl|Lord Mathis Rowan
trp_knight_10_17|Lord Elwood de la Nouë
trp_knight_10_17_pl|Lord Elwood de la Nouë
trp_knight_10_21|Seigneur Osbert Serry
trp_knight_10_21_pl|Seigneur Osbert Serry
trp_knight_10_23|Lord Vortimer Crane
trp_knight_10_23_pl|Lord Vortimer Crane
trp_knight_10_24|Lord Alester Florent
trp_knight_10_24_pl|Lord Alester Florent
trp_knight_10_25|Ser Jon Fossovoie
trp_knight_10_25_pl|Ser Jon Fossovoie
trp_knight_10_26|Arwyn Oakheart
trp_knight_10_26_pl|Arwyn Oakheart
trp_knight_10_27|Ser Garth Hightower
trp_knight_10_27_pl|Ser Garth Hightower
trp_knight_11_1|Lord Captain Victarion Greyjoy
trp_knight_11_1_pl|Lord Captain Victarion Greyjoy
trp_knight_11_2|Lord Donnor Salfalaise
trp_knight_11_2_pl|Lord Donnor Salfalaise
trp_knight_11_3|Lord Meldred Merlyn
trp_knight_11_3_pl|Lord Meldred Merlyn
trp_knight_11_4|Lord Rodrik Harloi
trp_knight_11_4_pl|Lord Rodrik Harloi
trp_knight_11_5|Lord Baelor Noirmarées
trp_knight_11_5_pl|Lord Baelor Noirmarées
trp_knight_11_6|Asha Greyjoy
trp_knight_11_6_pl|Asha Greyjoy
trp_knight_11_7|Lord Dunstan Drumm
trp_knight_11_7_pl|Lord Dunstan Drumm
trp_knight_11_8|Lord Waldon Wynch
trp_knight_11_8_pl|Lord Waldon Wynch
trp_knight_11_9|Lord Sawane Botley
trp_knight_11_9_pl|Lord Sawane Botley
trp_knight_11_10|Otton Noirmarées
trp_knight_11_10_pl|Otton Noirmarées
trp_knight_11_11|Dagon Salfalaise
trp_knight_11_11_pl|Dagon Salfalaise
trp_knight_11_12|Lord Gorold Bonfrère
trp_knight_11_12_pl|Lord Gorold Bonfrère
trp_knight_11_13|Greydon Bonfrère
trp_knight_11_13_pl|Greydon Bonfrère
trp_knight_11_14|Harras Harloi
trp_knight_11_14_pl|Harras Harloi
trp_knight_11_15|Theon Greyjoy
trp_knight_11_15_pl|Theon Greyjoy
; trp_knight_12_1|Ordello Estatis
; trp_knight_12_1_pl|Ordello Estatis
; trp_knight_12_2|Vaario Sontho
; trp_knight_12_2_pl|Vaario Sontho
; trp_knight_12_3|Moreo Moesia
; trp_knight_12_3_pl|Moreo Moesia
; trp_knight_12_4|Yollo Moesia
; trp_knight_12_4_pl|Yollo Moesia
; trp_knight_12_5|Tregar Moesia
; trp_knight_12_5_pl|Tregar Moesia
; trp_knight_12_6|Terro Sontho
; trp_knight_12_6_pl|Terro Sontho
trp_knight_12_7|Elan Sontho
trp_knight_12_7_pl|Elan Sontho
; trp_knight_12_8|Ferrego Estatis
; trp_knight_12_8_pl|Ferrego Estatis
; trp_knight_12_9|Elanzo Estatis
; trp_knight_12_9_pl|Elanzo Estatis
trp_knight_13_1|Magistrat Belicho Staegone
trp_knight_13_1_pl|Magistrat Belicho Staegone
; trp_knight_13_2|Magister Methyso Qhaedarene
; trp_knight_13_2_pl|Magister Methyso Qhaedarene
; trp_knight_13_3|Magister Moreo Ryndoon
; trp_knight_13_3_pl|Magister Moreo Ryndoon
; trp_knight_13_4|Qavo Ryndoon
; trp_knight_13_4_pl|Qavo Ryndoon
trp_knight_13_5|Alequo Qhaedarene
trp_knight_13_5_pl|Alequo Qhaedarene
trp_knight_14_1|Parquello Vaelaros
trp_knight_14_1_pl|Parquello Vaelaros
; trp_knight_14_2|Nyessos Drahar
; trp_knight_14_2_pl|Nyessos Drahar
; trp_knight_14_3|Talezo Alayris
; trp_knight_14_3_pl|Talezo Alayris
; trp_knight_14_4|Lotharo Alayris
; trp_knight_14_4_pl|Lotharo Alayris
; trp_knight_14_5|Craghas Alayris
; trp_knight_14_5_pl|Craghas Alayris
; trp_knight_14_6|Racallio Drahar
; trp_knight_14_6_pl|Racallio Drahar
; trp_knight_15_1|Colloquo Pasnak
; trp_knight_15_1_pl|Colloquo Pasnak
trp_knight_15_2|Qogrondro Pasnak
trp_knight_15_2_pl|Qogrondro Pasnak
trp_knight_15_3|Taddeo Pasnak
trp_knight_15_3_pl|Taddeo Pasnak
; trp_knight_15_4|Sharako Isalios
; trp_knight_15_4_pl|Sharako Isalios
; trp_knight_15_5|Vogarro Lohar
; trp_knight_15_5_pl|Vogarro Lohar
; trp_knight_15_6|Galamanchos Lohar
; trp_knight_15_6_pl|Galamanchos Lohar
trp_knight_15_7|Tychonemos Isalios
trp_knight_15_7_pl|Tychonemos Isalios
trp_knight_16_1|Nyessos Vhassar
trp_knight_16_1_pl|Triarch Nyessos Vhassar
trp_knight_16_2|Triarch Doniphos Paenymion
trp_knight_16_2_pl|Triarch Doniphos Paenymion
trp_knight_16_3|Horonno Paenymion
trp_knight_16_3_pl|Horonno Paenymion
trp_knight_16_4|Vogarro Paenymion
trp_knight_16_4_pl|Vogarro Paenymion
trp_knight_16_5|Belicho Vhassar
trp_knight_16_5_pl|Belicho Vhassar
trp_knight_16_6|Toronno Melane
trp_knight_16_6_pl|Toronno Melane
; trp_knight_16_7|Votyrro Melane
; trp_knight_16_7_pl|Votyrro Melane
; trp_knight_17_1|Terrio Tavellen
; trp_knight_17_1_pl|Terrio Tavellen
; trp_knight_17_2|Mero Tavellen
; trp_knight_17_2_pl|Mero Tavellen
trp_knight_17_3|Tycho Melas
trp_knight_17_3_pl|Tycho Melas
; trp_knight_17_4|Dellono Melas
; trp_knight_17_4_pl|Dellono Melas
; trp_knight_17_5|Ordello Kasgos
; trp_knight_17_5_pl|Ordello Kasgos
; trp_knight_17_6|Alios Kasgos
; trp_knight_17_6_pl|Alios Kasgos
; trp_knight_17_7|Tomarro Kasgos
; trp_knight_17_7_pl|Tomarro Kasgos
; trp_knight_18_1|Galeo Terys
; trp_knight_18_1_pl|Galeo Terys
; trp_knight_18_2|Morello Terys
; trp_knight_18_2_pl|Morello Terys
; trp_knight_18_3|Terro Dimittis
; trp_knight_18_3_pl|Terro Dimittis
trp_knight_19_1|Lord Godric Borrell
trp_knight_19_1_pl|Lord Godric Borrell
trp_knight_19_2|Lord Alesandor Torrent
trp_knight_19_2_pl|Lord Alesandor Torrent
trp_knight_19_3|Lord Rolland Longthorpe
trp_knight_19_3_pl|Lord Rolland Longthorpe
trp_knight_20_1|Lord Jon Connington
trp_knight_20_1_pl|Lord Jon Connington
trp_knight_20_2|Ser Harry Strickland
trp_knight_20_2_pl|Ser Harry Strickland
trp_knight_20_3|Balaq Sotoros
trp_knight_20_3_pl|Balaq Sotoros
trp_knight_20_4|Gorys Edoryen
trp_knight_20_4_pl|Gorys Edoryen
trp_knight_20_5|Lysono Maar
trp_knight_20_5_pl|Lysono Maar
trp_knight_20_6|Jon Lothston
trp_knight_20_6_pl|Jon Lothston
trp_knight_20_7|Ser Laswell Peake
trp_knight_20_7_pl|Ser Laswell Peake
trp_knight_20_8|Ser Tristan Rivers
trp_knight_20_8_pl|Ser Tristan Rivers
trp_knight_20_9|Marq Mandragore
trp_knight_20_9_pl|Marq Mandragore
trp_knight_20_10|Ser Denys Fort
trp_knight_20_10_pl|Ser Denys Fort
trp_knight_21_1|Dyven Sealskinner
trp_knight_21_1_pl|Dyven Sealskinner
trp_knight_21_2|Tormund Giantsbane
trp_knight_21_2_pl|Tormund Giantsbane
trp_knight_21_3|Harma Dogshead
trp_knight_21_3_pl|Harma Dogshead
trp_knight_21_4|Le Weeper
trp_knight_21_4_pl|Le Weeper
trp_knight_21_5|Le Lord de Bones
trp_knight_21_5_pl|Le Lord de Bones
trp_knight_21_6|Sigorn, Magnar de Thenn
trp_knight_21_6_pl|Sigorn, Magnar de Thenn
trp_knight_21_7|Halleck
trp_knight_21_7_pl|Halleck
trp_knight_21_8|Toregg le Grand
trp_knight_21_8_pl|Toregg le Grand
trp_knight_21_9|Soren Shieldbreaker
trp_knight_21_9_pl|Soren Shieldbreaker
trp_knight_21_10|Morna White Mask
trp_knight_21_10_pl|Morna White Mask
trp_knight_21_11|Harle le Huntsman
trp_knight_21_11_pl|Harle le Huntsman
trp_knight_21_12|Harle le Handsome
trp_knight_21_12_pl|Harle le Handsome
trp_knight_21_13|Howd Wanderer
trp_knight_21_13_pl|Howd Wanderer
trp_knight_21_14|Ygon Oldfather
trp_knight_21_14_pl|Ygon Oldfather
trp_knight_21_15|Kyleg du Wooden Ear
trp_knight_21_15_pl|Kyleg du Wooden Ear
trp_knight_21_16|Gerrick Kingsblood
trp_knight_21_16_pl|Gerrick Kingsblood
trp_knight_22_1|Khalakka Malakho
trp_knight_22_1_pl|Khalakka Malakho
trp_knight_22_2|Khalakka Jommo
trp_knight_22_2_pl|Khalakka Jommo
trp_knight_22_3|Ko Qovat
trp_knight_22_3_pl|Ko Qovat
trp_knight_22_4|Ko Rohkat
trp_knight_22_4_pl|Ko Rohkat
trp_knight_22_5|Ko Shiro
trp_knight_22_5_pl|Ko Shiro
trp_knight_22_6|Ko Kazga
trp_knight_22_6_pl|Ko Kazga
trp_knight_22_7|Ko Temmo
trp_knight_22_7_pl|Ko Temmo
trp_knight_22_8|Ko Kher
trp_knight_22_8_pl|Ko Kher
trp_knight_22_9|Ko Lajak
trp_knight_22_9_pl|Ko Lajak
trp_knight_22_10|Ko Zollo
trp_knight_22_10_pl|Ko Zollo
trp_kingdom_1_pretender|Vezenkor Adarys
trp_kingdom_1_pretender_pl|Vezenkor Adarys
; trp_kingdom_2_pretender|Xhobar Greymantle
; trp_kingdom_2_pretender_pl|Xhobar Greymantle
; trp_kingdom_3_pretender|Bathi of Yi Ti
; trp_kingdom_3_pretender_pl|Bathi of Yi Ti
; trp_kingdom_4_pretender|Lysandro Rogare
; trp_kingdom_4_pretender_pl|Lysandro Rogare
; trp_kingdom_5_pretender|Qarlon the Andal
; trp_kingdom_5_pretender_pl|Qarlon the Andal
; trp_kingdom_6_pretender|Sallos Far-Seeker
; trp_kingdom_6_pretender_pl|Sallos Far-Seeker
trp_knight_1_1_wife|Error - knight 1 1 wife should not appear in game
trp_knight_1_1_wife_pl|knight 1 1 wife
trp_kingdom_1_lady_1|Elinor Varner
trp_kingdom_1_lady_1_pl|Elinor Varner
; trp_kingdom_1_lady_5|Sarya Buckler
; trp_kingdom_1_lady_5_pl|Sarya Buckler
; trp_kingdom_1_lady_6|Elyanna Buckler
; trp_kingdom_1_lady_6_pl|Elyanna Buckler
; trp_kingdom_1_lady_7|Elanna Grandison
; trp_kingdom_1_lady_7_pl|Elanna Grandison
; trp_kingdom_1_lady_8|Alys Morrigen
; trp_kingdom_1_lady_8_pl|Alys Morrigen
trp_kingdom_1_lady_9|Gwynesse Morrigen
trp_kingdom_1_lady_9_pl|Gwynesse Morrigen
trp_kingdom_1_lady_10|Jeyne Shett
trp_kingdom_1_lady_10_pl|Jeyne Shett
trp_kingdom_1_lady_11|Melissa Grandison
trp_kingdom_1_lady_11_pl|Melissa Grandison
; trp_kingdom_1_lady_12|Reyna Grandison
; trp_kingdom_1_lady_12_pl|Reyna Grandison
; trp_kingdom_1_lady_13|Jeyne Qorgyle
; trp_kingdom_1_lady_13_pl|Jeyne Qorgyle
trp_kingdom_1_lady_14|Lanna Swann
trp_kingdom_1_lady_14_pl|Lanna Swann
trp_kingdom_1_lady_15|Lyessa Swann
trp_kingdom_1_lady_15_pl|Lyessa Swann
trp_kingdom_1_lady_16|Elys Shett
trp_kingdom_1_lady_16_pl|Elys Shett
; trp_kingdom_1_lady_17|Joy Connington
; trp_kingdom_1_lady_17_pl|Joy Connington
trp_kingdom_1_lady_18|Rohanna Connington
trp_kingdom_1_lady_18_pl|Rohanna Connington
; trp_kingdom_1_lady_19|Alara Qorgyle
; trp_kingdom_1_lady_19_pl|Alara Qorgyle
; trp_kingdom_1_lady_20|Cassana Estermont
; trp_kingdom_1_lady_20_pl|Cassana Estermont
; trp_kingdom_1_lady_21|Lyra Estermont
; trp_kingdom_1_lady_21_pl|Lyra Estermont
trp_kingdom_1_lady_22|Gemma Rosby
trp_kingdom_1_lady_22_pl|Gemma Rosby
; trp_kingdom_1_lady_23|Elysa Wylde
; trp_kingdom_1_lady_23_pl|Elysa Wylde
; trp_kingdom_1_lady_24|Lysa Wylde
; trp_kingdom_1_lady_24_pl|Lysa Wylde
trp_kingdom_1_lady_29|Queen Margaery Tyrell
trp_kingdom_1_lady_29_pl|Queen Margaery Tyrell
trp_kingdom_2_lady_1|Alyssa Karstark
trp_kingdom_2_lady_1_pl|Alyssa Karstark
trp_kingdom_2_lady_2|Arwyn Omble
trp_kingdom_2_lady_2_pl|Arwyn Omble
; trp_kingdom_2_lady_3|Arra Umber
; trp_kingdom_2_lady_3_pl|Arra Umber
trp_kingdom_2_lady_4|Gisella Glover
trp_kingdom_2_lady_4_pl|Gisella Glover
; trp_kingdom_2_lady_5|Serena Karstark
; trp_kingdom_2_lady_5_pl|Serena Karstark
trp_kingdom_2_lady_6|Bethany Karstark
trp_kingdom_2_lady_6_pl|Bethany Karstark
trp_kingdom_2_lady_7|Leona Woolfield
trp_kingdom_2_lady_7_pl|Leona Woolfield
trp_kingdom_2_lady_8|Wylla Manderly
trp_kingdom_2_lady_8_pl|Wylla Manderly
trp_kingdom_2_lady_9|Wynafryd Manderly
trp_kingdom_2_lady_9_pl|Wynafryd Manderly
trp_kingdom_2_lady_10|Joanna Woolfield
trp_kingdom_2_lady_10_pl|Joanna Woolfield
; trp_kingdom_2_lady_11|Alysanne Tallhart
; trp_kingdom_2_lady_11_pl|Alysanne Tallhart
; trp_kingdom_2_lady_12|Elyn Tallhart
; trp_kingdom_2_lady_12_pl|Elyn Tallhart
trp_kingdom_2_lady_13|Elinor Tallhart
trp_kingdom_2_lady_13_pl|Elinor Tallhart
; trp_kingdom_2_lady_14|Myra Tallhart
; trp_kingdom_2_lady_14_pl|Myra Tallhart
; trp_kingdom_2_lady_15|Elysa Condon
; trp_kingdom_2_lady_15_pl|Elysa Condon
trp_kingdom_2_lady_16|Barbrey Rysouël
trp_kingdom_2_lady_16_pl|Barbrey Rysouël
; trp_kingdom_2_lady_17|Alys Ryswell
; trp_kingdom_2_lady_17_pl|Alys Ryswell
trp_kingdom_2_lady_18|Ella Ryswell
trp_kingdom_2_lady_18_pl|Erin Ryswell
trp_kingdom_2_lady_19|Selyse Ryswell
trp_kingdom_2_lady_19_pl|Selyse Ryswell
trp_kingdom_2_lady_20|Anya Mallister
trp_kingdom_2_lady_20_pl|Anya Mallister
trp_kingdom_2_lady_21|Barba Flint
trp_kingdom_2_lady_21_pl|Barba Flint
; trp_kingdom_2_lady_22|Ryssa Flint
; trp_kingdom_2_lady_22_pl|Ryssa Flint
trp_kingdom_2_lady_23|Alys Flint
trp_kingdom_2_lady_23_pl|Alys Flint
trp_kingdom_2_lady_24|Eleanor Flint
trp_kingdom_2_lady_24_pl|Eleanor Flint
trp_kingdom_2_lady_25|Jocelyn Blackwood
trp_kingdom_2_lady_25_pl|Jocelyn Blackwood
; trp_kingdom_2_lady_26|Cassana Locke
; trp_kingdom_2_lady_26_pl|Cassana Locke
; trp_kingdom_2_lady_27|Gemma Locke
; trp_kingdom_2_lady_27_pl|Gemma Locke
trp_kingdom_2_lady_28|Jeyne Locke
trp_kingdom_2_lady_28_pl|Jeyne Locke
trp_kingdom_2_lady_33|Alys Karstark
trp_kingdom_2_lady_33_pl|Alys Karstark
; trp_kingdom_2_lady_34|Sybelle Locke
; trp_kingdom_2_lady_34_pl|Sybelle Locke
trp_kingdom_3_lady_1|Lia Corbray
trp_kingdom_3_lady_1_pl|Lia Corbray
; trp_kingdom_3_lady_2|Elayne Coldwater
; trp_kingdom_3_lady_2_pl|Elayne Coldwater
trp_kingdom_3_lady_3|Liane Froideseaux
trp_kingdom_3_lady_3_pl|Liane Froideseaux
; trp_kingdom_3_lady_4|Jyana Marbrand
; trp_kingdom_3_lady_4_pl|Jyana Marbrand
; trp_kingdom_3_lady_5|Alyse Belmore
; trp_kingdom_3_lady_5_pl|Alyse Belmore
; trp_kingdom_3_lady_6|Lyanna Belmore
; trp_kingdom_3_lady_6_pl|Lyanna Belmore
trp_kingdom_3_lady_7|Serra Mouton
trp_kingdom_3_lady_7_pl|Serra Mouton
trp_kingdom_3_lady_8|Lysa Corbray
trp_kingdom_3_lady_8_pl|Lysa Corbray
; trp_kingdom_3_lady_9|Fiona Corbray
; trp_kingdom_3_lady_9_pl|Fiona Corbray
trp_kingdom_3_lady_13|Yasha Wensington
trp_kingdom_3_lady_13_pl|Yasha Wensington
trp_kingdom_3_lady_14|Jeyne Lynderly
trp_kingdom_3_lady_14_pl|Jeyne Lynderly
trp_kingdom_3_lady_15|Meralyn Lynderly
trp_kingdom_3_lady_15_pl|Meralyn Lynderly
trp_kingdom_3_lady_16|Meredyth Wensington
trp_kingdom_3_lady_16_pl|Meredyth Wensington
; trp_kingdom_3_lady_17|Ermesande Grafton
; trp_kingdom_3_lady_17_pl|Ermesande Grafton
; trp_kingdom_3_lady_18|Lira Grafton
; trp_kingdom_3_lady_18_pl|Lira Grafton
; trp_kingdom_3_lady_19|Anya Redfort
; trp_kingdom_3_lady_19_pl|Anya Redfort
trp_kingdom_3_lady_20|Lysa Cirley
trp_kingdom_3_lady_20_pl|Lysa Cirley
trp_kingdom_3_lady_21|Shiera Royce
trp_kingdom_3_lady_21_pl|Shiera Royce
; trp_kingdom_3_lady_22|Jeyne Royce
; trp_kingdom_3_lady_22_pl|Jeyne Royce
; trp_kingdom_3_lady_23|Rhea Royce
; trp_kingdom_3_lady_23_pl|Rhea Royce
trp_kingdom_3_lady_24|Anabel Rougefort
trp_kingdom_3_lady_24_pl|Anabel Rougefort
trp_kingdom_3_lady_25|Pia Rougefort
trp_kingdom_3_lady_25_pl|Pia Rougefort
trp_kingdom_3_lady_26|Rhea Rougefort
trp_kingdom_3_lady_26_pl|Rhea Rougefort
; trp_kingdom_4_lady_1|Alia Prestayn
; trp_kingdom_4_lady_1_pl|Alia Prestayn
trp_kingdom_4_lady_2|Alala Volentin
trp_kingdom_4_lady_2_pl|Alala Volentin
trp_kingdom_4_lady_3|Lyta Volentin
trp_kingdom_4_lady_3_pl|Lyta Volentin
; trp_kingdom_4_lady_4|Bellegere Ormollen
; trp_kingdom_4_lady_4_pl|Bellegere Ormollen
; trp_kingdom_4_lady_5|Tyanna Fregar
; trp_kingdom_4_lady_5_pl|Tyanna Fregar
; trp_kingdom_4_lady_6|Brea Fregar
; trp_kingdom_4_lady_6_pl|Brea Fregar
; trp_kingdom_4_lady_7|Daena of Norvos
; trp_kingdom_4_lady_7_pl|Daena of Norvos
; trp_kingdom_4_lady_8|Betharios Otherys
; trp_kingdom_4_lady_8_pl|Betharios Otherys
; trp_kingdom_4_lady_9|Meralyn Otherys
; trp_kingdom_4_lady_9_pl|Meralyn Otherys
