str_no_string|NO STRING!
str_rebellion_rival_quarrelsome|{s49} voi state lavorando con {s44}. Egli ha la stupidità di un roditore, e non m'ispira alcuna fiducia.
str_rebellion_rival_pitiless|{s49} sembra che il vostro arruolamento sia teso a supportare {s44}... Una persona flaccida, debole, che non è adatta a governare un regno ed io nei suoi confronti ho sempre avuto odio.
str_rebellion_rival_cunning|{s49} {s44}, che ha appoggiato la vostra causa, è una persona testarda, litigiosa e irresponsabile.
str_rebellion_rival_sadistic|{s49}, non ho intenzione di combattere per {s44}, che fa un così nauseabondo sfoggio di false virtù.
str_rebellion_rival_goodnatured|{s49}, sarei riluttante ad essere dalla stessa parte di {s44}, che ha una nota reputazione di persona crudele.
str_rebellion_rival_upstanding|{s49}, la vostra alleanza con {s44} secondo la mia opinione è pericolosa, è una persona inaffidabile e senza princìpi.
str_rebellion_argument_favorable|Rispetto i vostri argomenti.
str_rebellion_argument_neutral|Trovo che i vostri argomenti siano solo moderatamente convincenti.
str_rebellion_argument_unfavorable|Trovo che i vostri argomenti non siano convincenti
str_rebellion_persuasion_favorable|Avete illustrato il vostro caso eloquentemente
str_rebellion_persuasion_neutral|I vostri argomenti sono ragionevoli
str_rebellion_persuasion_unfavorable|Le vostre ragioni non sono convincenti
str_rebellion_relation_very_favorable|Personalmente provo un grande rispetto nei vostri confronti.
str_rebellion_relation_favorable|Io vi conosco e vi rispetto personalmente.
str_rebellion_relation_neutral|Io non vi conosco bene quanto vorrei.
str_rebellion_relation_unfavorable|Io non ho fiducia in voi.
str_and_comma_3|Inoltre, 
str_but_comma_3|Comunque,
str_and_comma_1|, e 
str_but_comma_1|, ma 
str_and_comma_2|. Inoltre, 
str_but_comma_2|. Cionondimeno, 
str_rebellion_agree_martial|Ho deciso. Appoggerò {s45} come legittimo pretendente.
str_rebellion_agree_quarrelsome|Uhm... ho riflettuto a sufficienza. Devo dire che spesso sono stato in disaccordo con {s46}. Andiamo a prendere il suo trono!
str_rebellion_agree_pitiless|Siete fortunato. Ho deciso di unirmi a voi. Pregate di non darmi motivo di rimpiangere questa decisione.
str_rebellion_agree_cunning|Questa è una decisione densa di rischi, ma dopo attente considerazioni, ho deciso che mi unirò a voi. Spero solo che questa si dimostri la cosa migliore.
str_rebellion_agree_sadistic|Ho deciso. Vi renderò quella/o {reg3?donna:uomo} {s45}. Ma sarà meglio che che vi assicuriate che {reg3?lei:lui} mi ricompensi bene!
str_rebellion_agree_goodnatured|D'accordo. Penso che {reg3?la vostra donna:il vostro uomo} sarà un buon sovrano. Mi unirò a voi.
str_rebellion_agree_upstanding|Sia. Il mio primo dovere è verso questo regno, e per salvarlo dall'illegalità renderò {s45} e rinunzierò al mio omaggio a {s46}. Che i cieli mi perdonino se avrò sbagliato.
str_rebellion_refuse_martial|Mi dispiace. {s45} ha buon diritto, ma non è abbastanza perché io tolga il mio appoggio a {s46}. Rimarrò leale al mio giuramento.
str_rebellion_refuse_quarrelsome|Nah. Quella mammoletta di {s45} non ha ciò che serve per governare questo regno. Io sono legato a {s46}.
str_talk_later_martial|Ora non è tempo di parlare di politica! Io sono qui oggi con gli altri lords, armati per la battaglia. Sarà meglio che vi prepariate a combattere.
str_talk_later_quarrelsome|Vi aspettate che io discuta con voi di tradire il mio giuramento, mentre siamo circondati da questa armata? Per cosa mi avete preso, per un maledetto idiota?
str_talk_later_pitiless|Frenate la lingua! Quando mai ho parlato in questi termini? Non lo dirò qui ora, mentre siamo in mezzo al nostro esercito.
str_talk_later_cunning|Questo non è né il momento né il posto per una tale discussione. Forse potremo discuterne in un tempo e in un luogo differente, ma per ora siamo ancora nemici.
str_talk_later_sadistic|Dovreste cucirvi la bocca! Potete immaginare cosa accadrebbe se gli altri vassalli mi vedessero parlare con voi di tradimento?
str_talk_later_goodnatured|Così volete discutere con me della vostra ribellione? Riprovateci quando non saremo circondati dal mio fedele esercito, ed io ascolterò quello che volete dirmi.
str_talk_later_upstanding|Qualunque sia il mio pensiero sulla legittimità della successione, non sono qui ora per discuterne. Se c'incontreremo di nuovo e potremo parlare riservatamente, ascolterò ciò che vorrete dirmi in proposito. Ma per il momento consideratemi un nemico.
str_gossip_about_character_default|Dicono che {s6} non possiede alcuna caratteristica interessante.
str_gossip_about_character_martial|Dicono che {s6} non ama nient'altro che la guerra.
str_gossip_about_character_quarrelsome|Dicono che {s6} ultimamente stava per giungere allo scontro fisico con un altro lord, perché aveva scherzato circa il suo naso.
str_gossip_about_character_selfrighteous|Ho sentito che {s6} ha fatto giustiziare un uomo perché aveva ucciso un cervo nella sua foresta.
str_gossip_about_character_cunning|Dicono che {s6} non tema confronti come rivale.
str_gossip_about_character_sadistic|Dicono che {s6} ama torturare i suoi nemici. Non vorrei scoprire il lato malvagio di quella persona.
str_gossip_about_character_goodnatured|Dicono che {s6} sia una buona persona che ha cura della gente che vive nelle sue terre. Questo è molto più di quanto può essere detto della maggior parte dei nobili.
str_gossip_about_character_upstanding|La gente dice che sia bello essere al servizio di {s6}. Mostra bontà verso i suoi seguaci e li ricompensa se operano bene.
str_latest_rumor|Le ultime voci che ho sentito su {s6} erano:
str_changed_my_mind_martial|Tuttavia, le vostre veementi parole mi fanno riconsiderare la mia posizione.
str_changed_my_mind_quarrelsome|Ma credo avreste comunque menzionato l'argomento, che persona detestabile. Sto ascoltando.
str_changed_my_mind_pitiless|Ma quando fate un appello come questo, io mi degno di prenderlo in considerazione.
str_changed_my_mind_cunning|Ma sapete, siete una persona perfida che parla bene. Questo m'impressiona. Vi sto ancora ascoltando.
str_changed_my_mind_sadistic|Ma siccome la vostra lingua d'argento continua a cantare questa ode a vostro favore, non ho ancora respinto l'idea.
str_changed_my_mind_goodnatured|Ma state sostenendo bene le vostre ragioni, quindi sto mantenendo una mente aperta.
str_changed_my_mind_upstanding|Tuttavia, avete sostenuto la vostra causa in modo eloquente. Vi sto ancora ascoltando, per ora.
str_swadian_rebellion_pretender_intro|Sono Vezenkor Adarys, legittimo re di Tyrosh.
str_vaegir_rebellion_pretender_intro|Il mio nome è Valdym. Qualcuno mi chiama 'il Bastardo.' Io sono un principe dei Vaegir, ma ho tutti i diritti d'essere Re al posto di mio cugino Yaroglek.
str_khergit_rebellion_pretender_intro|Io sono Dustum Khan, figlio di Janakir Khan, e legittimo Khan dei Khergit.
str_nord_rebellion_pretender_intro|Io sono Lethwin 'Il Lungimirante', figlio 'Hakrim il Vecchio', colui che potrebbe essere Re dei Nords di Calradia.
; str_qohor_rebellion_pretender_intro|I am Sallos Far-Seeker, son of Moredo the Old, who was Archon of Qohor.
str_sarranid_rebellion_pretender_intro|Sono Arwa, che essi chiamano 'L'Unica Perla', Madre dei Sarranidi e loro legittima Regina.
; str_dragonstone_rebellion_pretender_intro|I am Arwa, whom they call the Pearled One, Mother of the Sarranids and their rightful Queen.
; str_westerlands_rebellion_pretender_intro|I am Sarella, whom they call Brightflame, heir to dragons and the rightful Queen of the Seven Kingdoms.
; str_reach_rebellion_pretender_intro|I am Arwa, whom they call the Pearled One, Mother of the Sarranids and their rightful Queen.
; str_ironborn_rebellion_pretender_intro|I am Yara Half-Hoare, whom they call the Red, Mother of Axes and the rightful Queen of the Iron Islands.
; str_pentos_rebellion_pretender_intro|I am Arwa, whom they call the Pearled One, Mother of the Sarranids and their rightful Queen.
; str_tyrosh_rebellion_pretender_intro|I am Vezenkor Adarys, the true ruler of Tyrosh, and the grandson of Alaquo Goldentongue.
; str_myr_rebellion_pretender_intro|I am Xhobar. Some call me the Bastard, and I laugh in their face, then I cut their filthy tongue out! Others call me Greymantle, and those I reward with gold and favors!
; str_lys_rebellion_pretender_intro|I am Lysandro Rogare, the Splendid, the rightful First Magister of Lys, and the man who will free them from tyranny.
; str_volantis_rebellion_pretender_intro|I am Vezenkor Adarys, the true ruler of Tyrosh.
; str_norvos_rebellion_pretender_intro|I am the most revered, holy and benevolent High Priestess of Norvos, leader of the Band of Bearded Brothers and Guardian of Noom, Narrah and Nyel.
; str_lorath_rebellion_pretender_intro|I am Qarlon, most holy of men, descended from Hugor of the Hill himself.
; str_swadian_rebellion_pretender_story_1|During the reign of my grandfather, Alequo Adarys, the Goldentongue, Tyrosh was a power to be reckoned with! We held sway of much of the Disputed Lands, and waged war against the Westerosi. Yet those cowardly magisters rose in rebellion against my grandsire, ending the most glorious age Tyrosh has ever witnessed!
str_vaegir_rebellion_pretender_story_1|Mio padre morì quand'ero giovane, lasciandomi alle cure di suo fratello, il reggente Burelek. Ma piuttosto che tenere il trono fino a che io non avessi raggiunto l'età per regnare, questo usurpatore ha usato il suo potere per accusare mia madre di adulterio, e dichiarare che io non ero figlio di mio padre. Lei fu giustiziata per tradimento ed io fui dichiarato bastardo.
str_khergit_rebellion_pretender_story_1|Sanjar Khan ed io siamo fratelli, figli del vecchio Janakir Khan, ma di madri differenti. Sebbene io fossi il fratello più giovane, tutti coloro che conoscevano il vecchio Khan testimonieranno che per tutta la vita di mio padre, io fui il suo favorito, coinvolto nelle responsabilità di governo. Sanjar si dava da fare con la caccia e le feste per ottenere il sostegno dei più dissoluti tra i comandanti di mio padre.
str_nord_rebellion_pretender_story_1|Vengo chiamato 'Il Lungimirante' perché in effetti ho visto molti orizzonti nei miei diversi viaggi in cerca di conoscenza, anche per un Nords. Prima che raggiungessi l'età adulta, mio padre m'inviò all'estero per studiare alle corti e alle università delle terre d'oltremare. Se gli uomini Nords vogliono ploclamarsi eredi dell'impero di Calradia, allora devono agire di conseguenza, apprendere qualcosa sulla legge e la letteratura, e non accontentarsi solo di combattere, saccheggiare e bere.
; str_qohor_rebellion_pretender_story_1|I am called the Far-Seeker because I have travelled great distances, even by the standards of the qohoriks, in search of knowledge. Before I came of age, my father sent me abroad on a tour of study at the courts and libraries in the cities of Tyrosh, Myr  and Volantis. If the qohoriks are to call themselves the wisest, bravest and most powerful of all men, then they must act the part, and know something of law and letters, and not call themselves content merely to gather riches, slaves, and drink.
str_sarranid_rebellion_pretender_story_1|Sono nata in una terra lontana, da una famiglia umile, e resa schiava quand'ero ancora una ragazza, ma non c'è vergogna in questo, poiché le madri di molti dei nostri Re erano schiave. Il vecchio Sultano, Ayzar, mi vide nel mercato e fu colpito dalla mia bellezza. Entrai così nella sua famiglia ed egli imparò a rispettare anche la mia intelligenza. Col passare degli anni, lui mi ha permesso di governare in sua vece. Per prima cosa ho gestito gli affari del palazzo, e successivamente quelli del regno.
; str_dragonstone_rebellion_pretender_story_1|I was born in a faraway land, to a humble family, and made a slave when I was but a girl -- but there is no shame in that, for the mothers of many of our kings were slaves. The old Sultan, Ayzar, spotted me in the markets and was struck by my beauty. I entered his household, and there he also learned to respect my intelligence. As he grew older, he allowed me to govern in his stead. First I managed the affairs of the palace, and later those of the realm.
; str_westerlands_rebellion_pretender_story_1|I was born here in Lys, the daughter of the famed courtesan 'The Bright Flame' and a merchant prince. My mother told me stories of my ancestors from the moment I was old enough to understand. My great-grandfather was Aerion Targaryen, whom they also called 'Brightflame'. My mother told me how he was the most valiant and noble knight the world ever saw, a prince such as only comes around once a thousand years.
; str_reach_rebellion_pretender_story_1|I was born in a faraway land, to a humble family, and made a slave when I was but a girl -- but there is no shame in that, for the mothers of many of our kings were slaves. The old Sultan, Ayzar, spotted me in the markets and was struck by my beauty. I entered his household, and there he also learned to respect my intelligence. As he grew older, he allowed me to govern in his stead. First I managed the affairs of the palace, and later those of the realm.
; str_ironborn_rebellion_pretender_story_1|I was born on the island of the Lonely Light, the westernmost of the Iron Islands, a place of wonders, where the men swim in the sea wearing the skin of seals, and where every woman is trained with axe and shield. Our line descends from Harren the Red, the son of Harren Hoare who burned at Harrenhal.
; str_pentos_rebellion_pretender_story_1|I was born in a faraway land, to a humble family, and made a slave when I was but a girl -- but there is no shame in that, for the mothers of many of our kings were slaves. The old Sultan, Ayzar, spotted me in the markets and was struck by my beauty. I entered his household, and there he also learned to respect my intelligence. As he grew older, he allowed me to govern in his stead. First I managed the affairs of the palace, and later those of the realm.
